year,state,state_name,county_fips,county_name,tract_count,total_population,total_adult_population,measure_id,measure_key,measure,estimate,ci_lower,ci_upper
2023,AR,Arkansas,04262,County 262,9,31821,22646,CSMOKING,current_smoking,Current smoking,14.9,9,20.8
2023,AR,Arkansas,04262,County 262,9,31821,22646,DIABETES,diabetes,Diabetes,11.1,5.4,16.8
2023,AR,Arkansas,04262,County 262,9,31821,22646,MHLTH,frequent_mental_distress,Frequent mental distress,15.8,10.5,21
2023,AR,Arkansas,04262,County 262,9,31821,22646,BPHIGH,high_blood_pressure,High blood pressure,25.1,21.3,28.8
2023,AR,Arkansas,04262,County 262,9,31821,22646,ACCESS2,lack_health_insurance,Lack of health insurance,12.4,6.3,18.4
2023,AR,Arkansas,04262,County 262,9,31821,22646,OBESITY,obesity,Obesity,37,30.7,43.4
2023,AR,Arkansas,04262,County 262,9,31821,22646,LPA,physical_inactivity,Physical inactivity,23.7,16.7,30.7
2023,AR,Arkansas,04309,County 309,26,95716,69580,CSMOKING,current_smoking,Current smoking,15.8,9.9,21.8
2023,AR,Arkansas,04309,County 309,26,95716,69580,DIABETES,diabetes,Diabetes,7.6,4.9,10.4
2023,AR,Arkansas,04309,County 309,26,95716,69580,MHLTH,frequent_mental_distress,Frequent mental distress,16.8,11.1,22.5
2023,AR,Arkansas,04309,County 309,26,95716,69580,BPHIGH,high_blood_pressure,High blood pressure,30,25.1,35
2023,AR,Arkansas,04309,County 309,26,95716,69580,ACCESS2,lack_health_insurance,Lack of health insurance,14.5,11.6,17.5
2023,AR,Arkansas,04309,County 309,26,95716,69580,OBESITY,obesity,Obesity,29.6,27.5,31.6
2023,AR,Arkansas,04309,County 309,26,95716,69580,LPA,physical_inactivity,Physical inactivity,26.5,23.9,29
2023,AR,Arkansas,04365,County 365,42,9094,6815,CSMOKING,current_smoking,Current smoking,17.2,8.7,25.7
2023,AR,Arkansas,04365,County 365,42,9094,6815,DIABETES,diabetes,Diabetes,15.6,8,23.2
2023,AR,Arkansas,04365,County 365,42,9094,6815,MHLTH,frequent_mental_distress,Frequent mental distress,20.1,11.9,28.3
2023,AR,Arkansas,04365,County 365,42,9094,6815,BPHIGH,high_blood_pressure,High blood pressure,35.4,27.1,43.8
2023,AR,Arkansas,04365,County 365,42,9094,6815,ACCESS2,lack_health_insurance,Lack of health insurance,15.3,6.9,23.8
2023,AR,Arkansas,04365,County 365,42,9094,6815,OBESITY,obesity,Obesity,41.8,31.2,52.4
2023,AR,Arkansas,04365,County 365,42,9094,6815,LPA,physical_inactivity,Physical inactivity,30.3,20.3,40.4
2023,AZ,Arizona,03003,County 003,60,130871,102952,CSMOKING,current_smoking,Current smoking,14.8,9,20.5
2023,AZ,Arizona,03003,County 003,60,130871,102952,DIABETES,diabetes,Diabetes,11.3,9,13.7
2023,AZ,Arizona,03003,County 003,60,130871,102952,MHLTH,frequent_mental_distress,Frequent mental distress,17,12.5,21.6
2023,AZ,Arizona,03003,County 003,60,130871,102952,BPHIGH,high_blood_pressure,High blood pressure,31.4,28.5,34.2
2023,AZ,Arizona,03003,County 003,60,130871,102952,ACCESS2,lack_health_insurance,Lack of health insurance,10.1,6.6,13.5
2023,AZ,Arizona,03003,County 003,60,130871,102952,OBESITY,obesity,Obesity,34.6,31.1,38.2
2023,AZ,Arizona,03003,County 003,60,130871,102952,LPA,physical_inactivity,Physical inactivity,27.1,22.5,31.7
2023,AZ,Arizona,03008,County 008,74,67064,45989,CSMOKING,current_smoking,Current smoking,17.4,13.7,21.2
2023,AZ,Arizona,03008,County 008,74,67064,45989,DIABETES,diabetes,Diabetes,12.1,7,17.1
2023,AZ,Arizona,03008,County 008,74,67064,45989,MHLTH,frequent_mental_distress,Frequent mental distress,16.1,11.6,20.6
2023,AZ,Arizona,03008,County 008,74,67064,45989,BPHIGH,high_blood_pressure,High blood pressure,31.2,28.2,34.3
2023,AZ,Arizona,03008,County 008,74,67064,45989,ACCESS2,lack_health_insurance,Lack of health insurance,14.3,10.2,18.4
2023,AZ,Arizona,03008,County 008,74,67064,45989,OBESITY,obesity,Obesity,33,29.4,36.6
2023,AZ,Arizona,03008,County 008,74,67064,45989,LPA,physical_inactivity,Physical inactivity,26.2,21.9,30.5
2023,AZ,Arizona,03059,County 059,47,356594,291858,CSMOKING,current_smoking,Current smoking,16.5,12.5,20.5
2023,AZ,Arizona,03059,County 059,47,356594,291858,DIABETES,diabetes,Diabetes,14.7,11.4,18
2023,AZ,Arizona,03059,County 059,47,356594,291858,MHLTH,frequent_mental_distress,Frequent mental distress,21.6,16.4,26.8
2023,AZ,Arizona,03059,County 059,47,356594,291858,BPHIGH,high_blood_pressure,High blood pressure,31.8,27.8,35.7
2023,AZ,Arizona,03059,County 059,47,356594,291858,ACCESS2,lack_health_insurance,Lack of health insurance,24.9,21.1,28.7
2023,AZ,Arizona,03059,County 059,47,356594,291858,OBESITY,obesity,Obesity,40,37.7,42.2
2023,AZ,Arizona,03059,County 059,47,356594,291858,LPA,physical_inactivity,Physical inactivity,30.3,25.4,35.1
2023,AZ,Arizona,03061,County 061,73,39852,27901,CSMOKING,current_smoking,Current smoking,5.8,0.3,11.3
2023,AZ,Arizona,03061,County 061,73,39852,27901,DIABETES,diabetes,Diabetes,10.4,6.2,14.5
2023,AZ,Arizona,03061,County 061,73,39852,27901,MHLTH,frequent_mental_distress,Frequent mental distress,10.3,7.2,13.4
2023,AZ,Arizona,03061,County 061,73,39852,27901,BPHIGH,high_blood_pressure,High blood pressure,26.1,20.6,31.7
2023,AZ,Arizona,03061,County 061,73,39852,27901,ACCESS2,lack_health_insurance,Lack of health insurance,6.3,2.8,9.8
2023,AZ,Arizona,03061,County 061,73,39852,27901,OBESITY,obesity,Obesity,30.3,24.8,35.9
2023,AZ,Arizona,03061,County 061,73,39852,27901,LPA,physical_inactivity,Physical inactivity,20.3,13.6,26.9
2023,AZ,Arizona,03089,County 089,60,15555,10715,CSMOKING,current_smoking,Current smoking,8.6,3.2,14
2023,AZ,Arizona,03089,County 089,60,15555,10715,DIABETES,diabetes,Diabetes,7,1.2,12.8
2023,AZ,Arizona,03089,County 089,60,15555,10715,MHLTH,frequent_mental_distress,Frequent mental distress,16.9,8.7,25.2
2023,AZ,Arizona,03089,County 089,60,15555,10715,BPHIGH,high_blood_pressure,High blood pressure,23.7,18.4,29.1
2023,AZ,Arizona,03089,County 089,60,15555,10715,ACCESS2,lack_health_insurance,Lack of health insurance,4.3,0,12
2023,AZ,Arizona,03089,County 089,60,15555,10715,OBESITY,obesity,Obesity,30.3,25,35.7
2023,AZ,Arizona,03089,County 089,60,15555,10715,LPA,physical_inactivity,Physical inactivity,21.5,15.7,27.4
2023,AZ,Arizona,03091,County 091,75,20617,14041,CSMOKING,current_smoking,Current smoking,9.2,1.9,16.5
2023,AZ,Arizona,03091,County 091,75,20617,14041,DIABETES,diabetes,Diabetes,1.5,0,8.5
2023,AZ,Arizona,03091,County 091,75,20617,14041,MHLTH,frequent_mental_distress,Frequent mental distress,7.1,0.1,14
2023,AZ,Arizona,03091,County 091,75,20617,14041,BPHIGH,high_blood_pressure,High blood pressure,23.5,19,28
2023,AZ,Arizona,03091,County 091,75,20617,14041,ACCESS2,lack_health_insurance,Lack of health insurance,3.4,0,8.2
2023,AZ,Arizona,03091,County 091,75,20617,14041,OBESITY,obesity,Obesity,26.1,18.6,33.7
2023,AZ,Arizona,03091,County 091,75,20617,14041,LPA,physical_inactivity,Physical inactivity,17.4,9.6,25.2
2023,AZ,Arizona,03107,County 107,46,63607,44463,CSMOKING,current_smoking,Current smoking,16.7,14.2,19.2
2023,AZ,Arizona,03107,County 107,46,63607,44463,DIABETES,diabetes,Diabetes,10.9,7.9,13.9
2023,AZ,Arizona,03107,County 107,46,63607,44463,MHLTH,frequent_mental_distress,Frequent mental distress,16.2,11.3,21.1
2023,AZ,Arizona,03107,County 107,46,63607,44463,BPHIGH,high_blood_pressure,High blood pressure,34.8,30.1,39.6
2023,AZ,Arizona,03107,County 107,46,63607,44463,ACCESS2,lack_health_insurance,Lack of health insurance,13.5,8.7,18.4
2023,AZ,Arizona,03107,County 107,46,63607,44463,OBESITY,obesity,Obesity,34.7,31.1,38.4
2023,AZ,Arizona,03107,County 107,46,63607,44463,LPA,physical_inactivity,Physical inactivity,25.1,20.1,30.1
2023,AZ,Arizona,03129,County 129,42,143978,120011,CSMOKING,current_smoking,Current smoking,7.1,2.8,11.4
2023,AZ,Arizona,03129,County 129,42,143978,120011,DIABETES,diabetes,Diabetes,6.9,3.9,9.9
2023,AZ,Arizona,03129,County 129,42,143978,120011,MHLTH,frequent_mental_distress,Frequent mental distress,14.5,10.9,18.2
2023,AZ,Arizona,03129,County 129,42,143978,120011,BPHIGH,high_blood_pressure,High blood pressure,31.3,29.4,33.3
2023,AZ,Arizona,03129,County 129,42,143978,120011,ACCESS2,lack_health_insurance,Lack of health insurance,8.5,6.5,10.6
2023,AZ,Arizona,03129,County 129,42,143978,120011,OBESITY,obesity,Obesity,33.7,29.4,38
2023,AZ,Arizona,03129,County 129,42,143978,120011,LPA,physical_inactivity,Physical inactivity,22.1,16.5,27.7
2023,AZ,Arizona,03199,County 199,26,35418,26374,CSMOKING,current_smoking,Current smoking,4.7,0,10.1
2023,AZ,Arizona,03199,County 199,26,35418,26374,DIABETES,diabetes,Diabetes,9.5,2.9,16
2023,AZ,Arizona,03199,County 199,26,35418,26374,MHLTH,frequent_mental_distress,Frequent mental distress,12.6,6.9,18.4
2023,AZ,Arizona,03199,County 199,26,35418,26374,BPHIGH,high_blood_pressure,High blood pressure,24.5,20,29
2023,AZ,Arizona,03199,County 199,26,35418,26374,ACCESS2,lack_health_insurance,Lack of health insurance,2.6,0,5.6
2023,AZ,Arizona,03199,County 199,26,35418,26374,OBESITY,obesity,Obesity,31,26.2,35.8
2023,AZ,Arizona,03199,County 199,26,35418,26374,LPA,physical_inactivity,Physical inactivity,23.6,18.4,28.8
2023,AZ,Arizona,03265,County 265,73,26642,21991,CSMOKING,current_smoking,Current smoking,9.3,5.5,13.2
2023,AZ,Arizona,03265,County 265,73,26642,21991,DIABETES,diabetes,Diabetes,12.5,9.2,15.7
2023,AZ,Arizona,03265,County 265,73,26642,21991,MHLTH,frequent_mental_distress,Frequent mental distress,9,3.7,14.3
2023,AZ,Arizona,03265,County 265,73,26642,21991,BPHIGH,high_blood_pressure,High blood pressure,25.4,18.3,32.4
2023,AZ,Arizona,03265,County 265,73,26642,21991,ACCESS2,lack_health_insurance,Lack of health insurance,3.5,0,7
2023,AZ,Arizona,03265,County 265,73,26642,21991,OBESITY,obesity,Obesity,35.3,30.8,39.8
2023,AZ,Arizona,03265,County 265,73,26642,21991,LPA,physical_inactivity,Physical inactivity,21.5,18,25
2023,AZ,Arizona,03300,County 300,70,54492,45435,CSMOKING,current_smoking,Current smoking,14.3,9.7,19
2023,AZ,Arizona,03300,County 300,70,54492,45435,DIABETES,diabetes,Diabetes,16,10.1,22
2023,AZ,Arizona,03300,County 300,70,54492,45435,MHLTH,frequent_mental_distress,Frequent mental distress,16.5,12.9,20.1
2023,AZ,Arizona,03300,County 300,70,54492,45435,BPHIGH,high_blood_pressure,High blood pressure,33.6,29,38.3
2023,AZ,Arizona,03300,County 300,70,54492,45435,ACCESS2,lack_health_insurance,Lack of health insurance,16.7,11.1,22.4
2023,AZ,Arizona,03300,County 300,70,54492,45435,OBESITY,obesity,Obesity,36.3,31.5,41.2
2023,AZ,Arizona,03300,County 300,70,54492,45435,LPA,physical_inactivity,Physical inactivity,30.5,26.7,34.4
2023,AZ,Arizona,03307,County 307,24,304379,238832,CSMOKING,current_smoking,Current smoking,11.3,8.8,13.8
2023,AZ,Arizona,03307,County 307,24,304379,238832,DIABETES,diabetes,Diabetes,5.1,2.3,7.9
2023,AZ,Arizona,03307,County 307,24,304379,238832,MHLTH,frequent_mental_distress,Frequent mental distress,9.2,7,11.4
2023,AZ,Arizona,03307,County 307,24,304379,238832,BPHIGH,high_blood_pressure,High blood pressure,22.8,20,25.6
2023,AZ,Arizona,03307,County 307,24,304379,238832,ACCESS2,lack_health_insurance,Lack of health insurance,6.8,3.6,10
2023,AZ,Arizona,03307,County 307,24,304379,238832,OBESITY,obesity,Obesity,23.9,19.9,28
2023,AZ,Arizona,03307,County 307,24,304379,238832,LPA,physical_inactivity,Physical inactivity,23.7,18.8,28.5
2023,AZ,Arizona,03344,County 344,50,14128,10513,CSMOKING,current_smoking,Current smoking,13.8,5.5,22
2023,AZ,Arizona,03344,County 344,50,14128,10513,DIABETES,diabetes,Diabetes,11.3,6.1,16.5
2023,AZ,Arizona,03344,County 344,50,14128,10513,MHLTH,frequent_mental_distress,Frequent mental distress,9.9,4.5,15.3
2023,AZ,Arizona,03344,County 344,50,14128,10513,BPHIGH,high_blood_pressure,High blood pressure,29.5,21,38.1
2023,AZ,Arizona,03344,County 344,50,14128,10513,ACCESS2,lack_health_insurance,Lack of health insurance,5.6,0,12.3
2023,AZ,Arizona,03344,County 344,50,14128,10513,OBESITY,obesity,Obesity,33.6,28.4,38.7
2023,AZ,Arizona,03344,County 344,50,14128,10513,LPA,physical_inactivity,Physical inactivity,27.6,21.3,34
2023,AZ,Arizona,03432,County 432,80,48044,32715,CSMOKING,current_smoking,Current smoking,16,9.6,22.4
2023,AZ,Arizona,03432,County 432,80,48044,32715,DIABETES,diabetes,Diabetes,11.6,5.6,17.6
2023,AZ,Arizona,03432,County 432,80,48044,32715,MHLTH,frequent_mental_distress,Frequent mental distress,18.7,13.7,23.7
2023,AZ,Arizona,03432,County 432,80,48044,32715,BPHIGH,high_blood_pressure,High blood pressure,34.1,28.8,39.5
2023,AZ,Arizona,03432,County 432,80,48044,32715,ACCESS2,lack_health_insurance,Lack of health insurance,15.8,9.4,22.2
2023,AZ,Arizona,03432,County 432,80,48044,32715,OBESITY,obesity,Obesity,37.4,33.6,41.3
2023,AZ,Arizona,03432,County 432,80,48044,32715,LPA,physical_inactivity,Physical inactivity,24.6,18.9,30.3
2023,AZ,Arizona,03450,County 450,26,26895,20616,CSMOKING,current_smoking,Current smoking,5.9,1.3,10.5
2023,AZ,Arizona,03450,County 450,26,26895,20616,DIABETES,diabetes,Diabetes,6.9,0.2,13.6
2023,AZ,Arizona,03450,County 450,26,26895,20616,MHLTH,frequent_mental_distress,Frequent mental distress,5.6,0,11.4
2023,AZ,Arizona,03450,County 450,26,26895,20616,BPHIGH,high_blood_pressure,High blood pressure,23.6,17.9,29.4
2023,AZ,Arizona,03450,County 450,26,26895,20616,ACCESS2,lack_health_insurance,Lack of health insurance,4.8,0,9.7
2023,AZ,Arizona,03450,County 450,26,26895,20616,OBESITY,obesity,Obesity,31.5,28.2,34.8
2023,AZ,Arizona,03450,County 450,26,26895,20616,LPA,physical_inactivity,Physical inactivity,17.5,11.5,23.5
2023,CA,California,05022,County 022,65,46634,34412,CSMOKING,current_smoking,Current smoking,27.6,23.4,31.8
2023,CA,California,05022,County 022,65,46634,34412,DIABETES,diabetes,Diabetes,24.9,21.9,28
2023,CA,California,05022,County 022,65,46634,34412,MHLTH,frequent_mental_distress,Frequent mental distress,26,20.4,31.7
2023,CA,California,05022,County 022,65,46634,34412,BPHIGH,high_blood_pressure,High blood pressure,39.9,33.6,46.2
2023,CA,California,05022,County 022,65,46634,34412,ACCESS2,lack_health_insurance,Lack of health insurance,23.3,19.5,27
2023,CA,California,05022,County 022,65,46634,34412,OBESITY,obesity,Obesity,43.6,37.5,49.7
2023,CA,California,05022,County 022,65,46634,34412,LPA,physical_inactivity,Physical inactivity,36.8,32.2,41.3
2023,CA,California,05024,County 024,41,39180,30695,CSMOKING,current_smoking,Current smoking,25.4,22.4,28.5
2023,CA,California,05024,County 024,41,39180,30695,DIABETES,diabetes,Diabetes,16,10.2,21.8
2023,CA,California,05024,County 024,41,39180,30695,MHLTH,frequent_mental_distress,Frequent mental distress,23.4,18.6,28.2
2023,CA,California,05024,County 024,41,39180,30695,BPHIGH,high_blood_pressure,High blood pressure,36.2,31,41.4
2023,CA,California,05024,County 024,41,39180,30695,ACCESS2,lack_health_insurance,Lack of health insurance,17.4,11.4,23.3
2023,CA,California,05024,County 024,41,39180,30695,OBESITY,obesity,Obesity,37.7,33.1,42.2
2023,CA,California,05024,County 024,41,39180,30695,LPA,physical_inactivity,Physical inactivity,30.6,27.7,33.5
2023,CA,California,05067,County 067,9,129978,90906,CSMOKING,current_smoking,Current smoking,12.3,8.9,15.6
2023,CA,California,05067,County 067,9,129978,90906,DIABETES,diabetes,Diabetes,2.3,0,5.9
2023,CA,California,05067,County 067,9,129978,90906,MHLTH,frequent_mental_distress,Frequent mental distress,10.9,6.9,14.8
2023,CA,California,05067,County 067,9,129978,90906,BPHIGH,high_blood_pressure,High blood pressure,26.8,22,31.6
2023,CA,California,05067,County 067,9,129978,90906,ACCESS2,lack_health_insurance,Lack of health insurance,6.2,2,10.3
2023,CA,California,05067,County 067,9,129978,90906,OBESITY,obesity,Obesity,27.2,22.7,31.8
2023,CA,California,05067,County 067,9,129978,90906,LPA,physical_inactivity,Physical inactivity,19.4,15.8,23
