season,season_start_year,month,geography_type,geography,fips,age_group,estimate,ci_lower,ci_upper,sample_size
2015-16,2015,1,HHS Regions/National,Region 3,103,6 Months - 4 Years,11.3,4.9,17.6,1775
2015-16,2015,1,HHS Regions/National,Region 3,103,>=65 Years,28,23.8,32.1,952
2015-16,2015,1,HHS Regions/National,Region 4,104,13-17 Years,17.5,14.9,20,3320
2015-16,2015,1,HHS Regions/National,Region 4,104,18-49 Years,1.4,0,7.2,2896
2015-16,2015,1,HHS Regions/National,Region 4,104,5-12 Years,24.7,18.1,31.4,4317
2015-16,2015,1,HHS Regions/National,Region 4,104,50-64 Years,13.8,8.5,19,4985
2015-16,2015,1,HHS Regions/National,Region 4,104,6 Months - 4 Years,11,6.3,15.7,1233
2015-16,2015,1,HHS Regions/National,Region 4,104,>=65 Years,35.6,28.3,43,278
2015-16,2015,1,HHS Regions/National,Region 5,105,13-17 Years,16.8,12.5,21,1299
2015-16,2015,1,HHS Regions/National,Region 5,105,18-49 Years,4.2,0,8.4,853
2015-16,2015,1,HHS Regions/National,Region 5,105,5-12 Years,29.2,22.4,35.9,1454
2015-16,2015,1,HHS Regions/National,Region 5,105,50-64 Years,19.7,15.6,23.9,2512
2015-16,2015,1,HHS Regions/National,Region 5,105,6 Months - 4 Years,5.5,0,12.1,3338
2015-16,2015,1,HHS Regions/National,Region 5,105,>=65 Years,31.6,25.6,37.5,2979
2015-16,2015,1,HHS Regions/National,Region 6,106,13-17 Years,16,9,22.9,858
2015-16,2015,1,HHS Regions/National,Region 6,106,18-49 Years,1.2,0,6.6,4815
2015-16,2015,1,HHS Regions/National,Region 6,106,5-12 Years,17.9,12.5,23.3,5022
2015-16,2015,1,HHS Regions/National,Region 6,106,50-64 Years,12.1,8.7,15.5,3200
2015-16,2015,1,HHS Regions/National,Region 6,106,6 Months - 4 Years,12.2,4.9,19.5,1977
2015-16,2015,1,HHS Regions/National,Region 6,106,>=65 Years,34.9,31.1,38.8,2488
2015-16,2015,1,HHS Regions/National,Region 7,107,13-17 Years,19.5,16.3,22.6,875
2015-16,2015,1,HHS Regions/National,Region 7,107,18-49 Years,1,0,4.4,1619
2015-16,2015,1,HHS Regions/National,Region 7,107,5-12 Years,21.3,15.1,27.5,2281
2015-16,2015,1,HHS Regions/National,Region 7,107,50-64 Years,21.5,18.8,24.2,2783
2015-16,2015,1,HHS Regions/National,Region 7,107,6 Months - 4 Years,3.6,0.2,7,4918
2015-16,2015,1,HHS Regions/National,Region 7,107,>=65 Years,33.1,29.8,36.4,1458
2015-16,2015,1,HHS Regions/National,Region 8,108,13-17 Years,19.1,14.8,23.4,1095
2015-16,2015,1,HHS Regions/National,Region 8,108,18-49 Years,2.6,0,8.6,3608
2015-16,2015,1,HHS Regions/National,Region 8,108,5-12 Years,27.2,21.6,32.7,4717
2015-16,2015,1,HHS Regions/National,Region 8,108,50-64 Years,9.7,2.9,16.6,4091
2015-16,2015,1,HHS Regions/National,Region 8,108,6 Months - 4 Years,14.8,8,21.7,3104
2015-16,2015,1,HHS Regions/National,Region 8,108,>=65 Years,34.4,27.8,41,312
2015-16,2015,1,HHS Regions/National,Region 9,109,13-17 Years,15.1,12.5,17.7,1322
2015-16,2015,1,HHS Regions/National,Region 9,109,18-49 Years,1,0,5.4,4326
2015-16,2015,1,HHS Regions/National,Region 9,109,5-12 Years,24.1,19.4,28.8,722
2015-16,2015,1,HHS Regions/National,Region 9,109,50-64 Years,18,13.8,22.1,3028
2015-16,2015,1,HHS Regions/National,Region 9,109,6 Months - 4 Years,7.6,4.1,11,4897
2015-16,2015,1,HHS Regions/National,Region 9,109,>=65 Years,29.9,24.2,35.5,2381
2015-16,2015,2,HHS Regions/National,National,0,13-17 Years,23.4,20,26.7,5463
2015-16,2015,2,HHS Regions/National,National,0,18-49 Years,1,0,4.3,1405
2015-16,2015,2,HHS Regions/National,National,0,5-12 Years,18.9,11.5,26.2,952
2015-16,2015,2,HHS Regions/National,National,0,50-64 Years,17.7,12.3,23.1,535
2015-16,2015,2,HHS Regions/National,National,0,6 Months - 4 Years,13.9,10.8,16.9,3799
2015-16,2015,2,HHS Regions/National,National,0,>=65 Years,35.8,29.6,42,2964
2015-16,2015,2,HHS Regions/National,Region 1,101,13-17 Years,24.4,19.9,29,5173
2015-16,2015,2,HHS Regions/National,Region 1,101,18-49 Years,1,0,7.8,1286
2015-16,2015,2,HHS Regions/National,Region 1,101,5-12 Years,24,16.7,31.3,5012
2015-16,2015,2,HHS Regions/National,Region 1,101,50-64 Years,17.5,10.2,24.9,1439
2015-16,2015,2,HHS Regions/National,Region 1,101,6 Months - 4 Years,10.8,7.5,14,2923
2015-16,2015,2,HHS Regions/National,Region 1,101,>=65 Years,33.7,31.1,36.3,2469
2015-16,2015,2,HHS Regions/National,Region 10,110,13-17 Years,23.9,17.6,30.3,2640
2015-16,2015,2,HHS Regions/National,Region 10,110,18-49 Years,8.6,2,15.2,1625
2015-16,2015,2,HHS Regions/National,Region 10,110,5-12 Years,26.1,22.1,30.1,4456
2015-16,2015,2,HHS Regions/National,Region 10,110,50-64 Years,18,13.8,22.2,1268
2015-16,2015,2,HHS Regions/National,Region 10,110,6 Months - 4 Years,1,0,6.6,4486
2015-16,2015,2,HHS Regions/National,Region 10,110,>=65 Years,36.8,30.3,43.3,4854
2015-16,2015,2,HHS Regions/National,Region 2,102,13-17 Years,24.1,20,28.1,3347
2015-16,2015,2,HHS Regions/National,Region 2,102,18-49 Years,1,0,8.2,4463
2015-16,2015,2,HHS Regions/National,Region 2,102,5-12 Years,24.8,18.3,31.3,2602
2015-16,2015,2,HHS Regions/National,Region 2,102,50-64 Years,16.8,13.2,20.4,2084
2015-16,2015,2,HHS Regions/National,Region 2,102,6 Months - 4 Years,13.1,6.1,20,1018
2015-16,2015,2,HHS Regions/National,Region 2,102,>=65 Years,40.9,38.1,43.6,3036
2015-16,2015,2,HHS Regions/National,Region 3,103,13-17 Years,19.9,14.6,25.2,3973
2015-16,2015,2,HHS Regions/National,Region 3,103,18-49 Years,6,0,12.5,4546
2015-16,2015,2,HHS Regions/National,Region 3,103,5-12 Years,22.3,19.4,25.2,2578
2015-16,2015,2,HHS Regions/National,Region 3,103,50-64 Years,18.8,15.5,22,2528
2015-16,2015,2,HHS Regions/National,Region 3,103,6 Months - 4 Years,23.5,19.4,27.5,3500
2015-16,2015,2,HHS Regions/National,Region 3,103,>=65 Years,40.6,34.3,46.8,3515
2015-16,2015,2,HHS Regions/National,Region 4,104,13-17 Years,18.9,13.3,24.6,5246
2015-16,2015,2,HHS Regions/National,Region 4,104,18-49 Years,11.5,7.3,15.7,2719
2015-16,2015,2,HHS Regions/National,Region 4,104,5-12 Years,23.1,15.7,30.6,5480
2015-16,2015,2,HHS Regions/National,Region 4,104,50-64 Years,18.8,11.4,26.2,3146
2015-16,2015,2,HHS Regions/National,Region 4,104,6 Months - 4 Years,10.5,7.7,13.3,3447
2015-16,2015,2,HHS Regions/National,Region 4,104,>=65 Years,28.6,24.3,33,2339
2015-16,2015,2,HHS Regions/National,Region 5,105,13-17 Years,25.6,18.6,32.7,3293
2015-16,2015,2,HHS Regions/National,Region 5,105,18-49 Years,1,0,7.1,3146
2015-16,2015,2,HHS Regions/National,Region 5,105,5-12 Years,27.7,20.4,35,431
2015-16,2015,2,HHS Regions/National,Region 5,105,50-64 Years,17.4,11.2,23.5,854
2015-16,2015,2,HHS Regions/National,Region 5,105,6 Months - 4 Years,7.8,4,11.6,5448
2015-16,2015,2,HHS Regions/National,Region 5,105,>=65 Years,34.1,30,38.3,4911
2015-16,2015,2,HHS Regions/National,Region 6,106,13-17 Years,19.7,14.4,25.1,3431
2015-16,2015,2,HHS Regions/National,Region 6,106,18-49 Years,11.2,8.5,14,3854
2015-16,2015,2,HHS Regions/National,Region 6,106,5-12 Years,22.7,19.1,26.2,2604
2015-16,2015,2,HHS Regions/National,Region 6,106,50-64 Years,23.1,20.2,26.1,291
2015-16,2015,2,HHS Regions/National,Region 6,106,6 Months - 4 Years,9.1,2.8,15.5,3918
2015-16,2015,2,HHS Regions/National,Region 6,106,>=65 Years,29.3,26.1,32.5,595
2015-16,2015,2,HHS Regions/National,Region 7,107,13-17 Years,20.5,16,25.1,3423
2015-16,2015,2,HHS Regions/National,Region 7,107,18-49 Years,8.2,2.6,13.8,3793
2015-16,2015,2,HHS Regions/National,Region 7,107,5-12 Years,28.8,22.4,35.2,1166
2015-16,2015,2,HHS Regions/National,Region 7,107,50-64 Years,23.9,16.9,30.9,4463
2015-16,2015,2,HHS Regions/National,Region 7,107,6 Months - 4 Years,20.1,13.3,26.9,3784
2015-16,2015,2,HHS Regions/National,Region 7,107,>=65 Years,39.5,33.4,45.5,2460
2015-16,2015,2,HHS Regions/National,Region 8,108,13-17 Years,23.5,20.9,26,1838
2015-16,2015,2,HHS Regions/National,Region 8,108,18-49 Years,9.1,4.9,13.3,4318
2015-16,2015,2,HHS Regions/National,Region 8,108,5-12 Years,20.3,15.1,25.4,1589
2015-16,2015,2,HHS Regions/National,Region 8,108,50-64 Years,25,18.7,31.3,4695
2015-16,2015,2,HHS Regions/National,Region 8,108,6 Months - 4 Years,10.3,5.2,15.4,385
2015-16,2015,2,HHS Regions/National,Region 8,108,>=65 Years,40.2,33.6,46.9,860
2015-16,2015,2,HHS Regions/National,Region 9,109,13-17 Years,25.9,19.7,32.2,2007
2015-16,2015,2,HHS Regions/National,Region 9,109,18-49 Years,7.8,2.7,13,293
2015-16,2015,2,HHS Regions/National,Region 9,109,5-12 Years,31.7,27.9,35.5,3355
2015-16,2015,2,HHS Regions/National,Region 9,109,50-64 Years,18,13.7,22.2,987
2015-16,2015,2,HHS Regions/National,Region 9,109,6 Months - 4 Years,7.1,1.5,12.6,3189
2015-16,2015,2,HHS Regions/National,Region 9,109,>=65 Years,39.7,37.2,42.2,4837
2015-16,2015,3,HHS Regions/National,National,0,13-17 Years,24.8,18.7,30.9,566
2015-16,2015,3,HHS Regions/National,National,0,18-49 Years,7.2,3.1,11.3,3111
2015-16,2015,3,HHS Regions/National,National,0,5-12 Years,34.6,27.8,41.3,1934
2015-16,2015,3,HHS Regions/National,National,0,50-64 Years,19.9,16.1,23.7,5009
2015-16,2015,3,HHS Regions/National,National,0,6 Months - 4 Years,14.7,11.3,18.1,285
2015-16,2015,3,HHS Regions/National,National,0,>=65 Years,37.8,32,43.6,1560
2015-16,2015,3,HHS Regions/National,Region 1,101,13-17 Years,15.6,10.5,20.8,1294
2015-16,2015,3,HHS Regions/National,Region 1,101,18-49 Years,8.8,3.8,13.7,3081
2015-16,2015,3,HHS Regions/National,Region 1,101,5-12 Years,33.3,29.9,36.6,5224
2015-16,2015,3,HHS Regions/National,Region 1,101,50-64 Years,21.7,14.2,29.2,633
2015-16,2015,3,HHS Regions/National,Region 1,101,6 Months - 4 Years,12.2,8,16.5,831
2015-16,2015,3,HHS Regions/National,Region 1,101,>=65 Years,34.9,32.2,37.5,1959
2015-16,2015,3,HHS Regions/National,Region 10,110,13-17 Years,22.4,18.8,25.9,4557
2015-16,2015,3,HHS Regions/National,Region 10,110,18-49 Years,8.7,5.8,11.6,2715
2015-16,2015,3,HHS Regions/National,Region 10,110,5-12 Years,29.5,26,32.9,2469
2015-16,2015,3,HHS Regions/National,Region 10,110,50-64 Years,14.8,8.2,21.3,5399
2015-16,2015,3,HHS Regions/National,Region 10,110,6 Months - 4 Years,21.1,14.5,27.8,990
2015-16,2015,3,HHS Regions/National,Region 10,110,>=65 Years,39.3,32.1,46.6,5220
2015-16,2015,3,HHS Regions/National,Region 2,102,13-17 Years,24.2,21,27.5,2993
2015-16,2015,3,HHS Regions/National,Region 2,102,18-49 Years,12.1,9,15.1,3394
2015-16,2015,3,HHS Regions/National,Region 2,102,5-12 Years,27.4,23.6,31.3,4439
2015-16,2015,3,HHS Regions/National,Region 2,102,50-64 Years,19.2,12.3,26,372
2015-16,2015,3,HHS Regions/National,Region 2,102,6 Months - 4 Years,22.8,19.5,26.1,1070
2015-16,2015,3,HHS Regions/National,Region 2,102,>=65 Years,33.2,30,36.3,2565
2015-16,2015,3,HHS Regions/National,Region 3,103,13-17 Years,29.7,26.8,32.6,1552
2015-16,2015,3,HHS Regions/National,Region 3,103,18-49 Years,8.5,4,13.1,3564
2015-16,2015,3,HHS Regions/National,Region 3,103,5-12 Years,38.3,35.6,41.1,648
2015-16,2015,3,HHS Regions/National,Region 3,103,50-64 Years,27.2,24.5,29.8,3200
2015-16,2015,3,HHS Regions/National,Region 3,103,6 Months - 4 Years,18,12.9,23.2,1831
2015-16,2015,3,HHS Regions/National,Region 3,103,>=65 Years,42.1,35.9,48.3,3759
2015-16,2015,3,HHS Regions/National,Region 4,104,13-17 Years,31.3,25.8,36.9,3758
2015-16,2015,3,HHS Regions/National,Region 4,104,18-49 Years,8.3,2.4,14.2,1064
2015-16,2015,3,HHS Regions/National,Region 4,104,5-12 Years,33.2,29.1,37.2,1827
2015-16,2015,3,HHS Regions/National,Region 4,104,50-64 Years,24.2,18.9,29.4,2283
2015-16,2015,3,HHS Regions/National,Region 4,104,6 Months - 4 Years,22.8,18.9,26.6,3372
2015-16,2015,3,HHS Regions/National,Region 4,104,>=65 Years,43.2,39.1,47.3,3621
2015-16,2015,3,HHS Regions/National,Region 5,105,13-17 Years,24.3,19.6,29.1,2880
2015-16,2015,3,HHS Regions/National,Region 5,105,18-49 Years,10.2,5.6,14.8,2431
2015-16,2015,3,HHS Regions/National,Region 5,105,5-12 Years,29.9,25.4,34.4,2442
2015-16,2015,3,HHS Regions/National,Region 5,105,50-64 Years,22.2,17.6,26.8,5106
2015-16,2015,3,HHS Regions/National,Region 5,105,6 Months - 4 Years,24.4,20.9,27.8,4135
2015-16,2015,3,HHS Regions/National,Region 5,105,>=65 Years,41.9,34.8,49,2088
2015-16,2015,3,HHS Regions/National,Region 6,106,13-17 Years,28.3,20.9,35.7,5292
2015-16,2015,3,HHS Regions/National,Region 6,106,18-49 Years,6.2,2.6,9.7,4591
2015-16,2015,3,HHS Regions/National,Region 6,106,5-12 Years,26.3,22.1,30.5,2236
2015-16,2015,3,HHS Regions/National,Region 6,106,50-64 Years,26.8,20,33.6,5225
2015-16,2015,3,HHS Regions/National,Region 6,106,6 Months - 4 Years,14.9,9.8,20,4944
2015-16,2015,3,HHS Regions/National,Region 6,106,>=65 Years,35.9,29.1,42.8,3875
2015-16,2015,3,HHS Regions/National,Region 7,107,13-17 Years,26.3,22.8,29.9,4227
2015-16,2015,3,HHS Regions/National,Region 7,107,18-49 Years,15.2,12.1,18.2,1605
2015-16,2015,3,HHS Regions/National,Region 7,107,5-12 Years,30.7,24.1,37.2,2545
2015-16,2015,3,HHS Regions/National,Region 7,107,50-64 Years,19.8,16.9,22.6,1441
2015-16,2015,3,HHS Regions/National,Region 7,107,6 Months - 4 Years,29.1,26,32.3,1749
2015-16,2015,3,HHS Regions/National,Region 7,107,>=65 Years,39.3,36.6,41.9,2790
2015-16,2015,3,HHS Regions/National,Region 8,108,13-17 Years,25,19.3,30.8,977
2015-16,2015,3,HHS Regions/National,Region 8,108,18-49 Years,5.4,2.2,8.7,5412
2015-16,2015,3,HHS Regions/National,Region 8,108,5-12 Years,33.3,30.6,35.9,4476
2015-16,2015,3,HHS Regions/National,Region 8,108,50-64 Years,22.1,16.7,27.5,2657
2015-16,2015,3,HHS Regions/National,Region 8,108,6 Months - 4 Years,19.8,14.6,25,637
2015-16,2015,3,HHS Regions/National,Region 8,108,>=65 Years,35.8,31.2,40.4,5227
2015-16,2015,3,HHS Regions/National,Region 9,109,13-17 Years,30.4,26.6,34.1,4847
2015-16,2015,3,HHS Regions/National,Region 9,109,18-49 Years,12.9,5.5,20.3,981
2015-16,2015,3,HHS Regions/National,Region 9,109,5-12 Years,35.8,30.8,40.7,632
2015-16,2015,3,HHS Regions/National,Region 9,109,50-64 Years,20.2,13.2,27.2,434
2015-16,2015,3,HHS Regions/National,Region 9,109,6 Months - 4 Years,21,16,25.9,3356
2015-16,2015,3,HHS Regions/National,Region 9,109,>=65 Years,37.4,30.8,44.1,3801
2015-16,2015,4,HHS Regions/National,National,0,13-17 Years,31.7,27.4,36.1,310
2015-16,2015,4,HHS Regions/National,National,0,18-49 Years,6.3,1.4,11.2,3839
2015-16,2015,4,HHS Regions/National,National,0,5-12 Years,40.4,33.9,47,1002
2015-16,2015,4,HHS Regions/National,National,0,50-64 Years,27.5,24.7,30.4,1952
2015-16,2015,4,HHS Regions/National,National,0,6 Months - 4 Years,21.8,14.4,29.1,2415
2015-16,2015,4,HHS Regions/National,National,0,>=65 Years,38.9,36,41.8,3025
2015-16,2015,4,HHS Regions/National,Region 1,101,13-17 Years,30.5,24.5,36.5,2938
2015-16,2015,4,HHS Regions/National,Region 1,101,18-49 Years,14.4,7.4,21.3,5259
2015-16,2015,4,HHS Regions/National,Region 1,101,5-12 Years,28.9,24.7,33.1,2807
2015-16,2015,4,HHS Regions/National,Region 1,101,50-64 Years,32.4,26.7,38.2,1561
2015-16,2015,4,HHS Regions/National,Region 1,101,6 Months - 4 Years,26.1,21.3,30.9,2672
2015-16,2015,4,HHS Regions/National,Region 1,101,>=65 Years,39,31.6,46.4,3382
2015-16,2015,4,HHS Regions/National,Region 10,110,13-17 Years,23.7,16.6,30.8,1506
2015-16,2015,4,HHS Regions/National,Region 10,110,18-49 Years,10.1,2.7,17.5,720
2015-16,2015,4,HHS Regions/National,Region 10,110,5-12 Years,31.3,27.1,35.6,2059
2015-16,2015,4,HHS Regions/National,Region 10,110,50-64 Years,24.7,17.9,31.5,911
2015-16,2015,4,HHS Regions/National,Region 10,110,6 Months - 4 Years,27.7,24.4,31.1,2649
2015-16,2015,4,HHS Regions/National,Region 10,110,>=65 Years,45.1,42,48.1,508
2015-16,2015,4,HHS Regions/National,Region 2,102,13-17 Years,25.9,22,29.7,2346
2015-16,2015,4,HHS Regions/National,Region 2,102,18-49 Years,16.6,11.3,21.9,1011
2015-16,2015,4,HHS Regions/National,Region 2,102,5-12 Years,33.6,29.9,37.3,3461
2015-16,2015,4,HHS Regions/National,Region 2,102,50-64 Years,26.5,20.8,32.2,4654
2015-16,2015,4,HHS Regions/National,Region 2,102,6 Months - 4 Years,30.9,27.9,34,2493
2015-16,2015,4,HHS Regions/National,Region 2,102,>=65 Years,39.1,35,43.2,3761
2015-16,2015,4,HHS Regions/National,Region 3,103,13-17 Years,30.9,25.5,36.3,3618
2015-16,2015,4,HHS Regions/National,Region 3,103,18-49 Years,21.3,16.6,25.9,2885
2015-16,2015,4,HHS Regions/National,Region 3,103,5-12 Years,33.8,28.6,39,4505
2015-16,2015,4,HHS Regions/National,Region 3,103,50-64 Years,26.3,23.7,28.9,3741
2015-16,2015,4,HHS Regions/National,Region 3,103,6 Months - 4 Years,24.9,19.5,30.4,5387
2015-16,2015,4,HHS Regions/National,Region 3,103,>=65 Years,45.8,41.9,49.6,1296
2015-16,2015,4,HHS Regions/National,Region 4,104,13-17 Years,29.7,26.4,33,1902
2015-16,2015,4,HHS Regions/National,Region 4,104,18-49 Years,11.8,7.2,16.5,5447
2015-16,2015,4,HHS Regions/National,Region 4,104,5-12 Years,37.2,31.4,43,1904
2015-16,2015,4,HHS Regions/National,Region 4,104,50-64 Years,30.9,28.3,33.6,4757
2015-16,2015,4,HHS Regions/National,Region 4,104,6 Months - 4 Years,22.7,19.9,25.4,2558
2015-16,2015,4,HHS Regions/National,Region 4,104,>=65 Years,36.9,34.3,39.5,2683
2015-16,2015,4,HHS Regions/National,Region 5,105,13-17 Years,30.7,24.4,36.9,2231
2015-16,2015,4,HHS Regions/National,Region 5,105,18-49 Years,14.8,10.6,19,496
2015-16,2015,4,HHS Regions/National,Region 5,105,5-12 Years,28.5,23.5,33.5,3608
2015-16,2015,4,HHS Regions/National,Region 5,105,50-64 Years,28.2,22.8,33.5,1617
2015-16,2015,4,HHS Regions/National,Region 5,105,6 Months - 4 Years,22.1,15.6,28.6,2891
2015-16,2015,4,HHS Regions/National,Region 5,105,>=65 Years,42.2,38,46.4,796
2015-16,2015,4,HHS Regions/National,Region 6,106,13-17 Years,29,24.2,33.8,4636
2015-16,2015,4,HHS Regions/National,Region 6,106,18-49 Years,12.5,5.3,19.8,3354
2015-16,2015,4,HHS Regions/National,Region 6,106,5-12 Years,36.4,33.4,39.4,2932
2015-16,2015,4,HHS Regions/National,Region 6,106,50-64 Years,24.4,17.9,31,5125
2015-16,2015,4,HHS Regions/National,Region 6,106,6 Months - 4 Years,15.1,12.5,17.7,4243
2015-16,2015,4,HHS Regions/National,Region 6,106,>=65 Years,38.6,34.7,42.5,5281
2015-16,2015,4,HHS Regions/National,Region 7,107,13-17 Years,40,37,43,4398
2015-16,2015,4,HHS Regions/National,Region 7,107,18-49 Years,9.8,3.2,16.4,1032
2015-16,2015,4,HHS Regions/National,Region 7,107,5-12 Years,27.1,21.4,32.7,4368
2015-16,2015,4,HHS Regions/National,Region 7,107,50-64 Years,25.7,18.4,33.1,1980
2015-16,2015,4,HHS Regions/National,Region 7,107,6 Months - 4 Years,18.8,12.5,25,3260
2015-16,2015,4,HHS Regions/National,Region 7,107,>=65 Years,44.4,37.9,50.8,502
2015-16,2015,4,HHS Regions/National,Region 8,108,13-17 Years,30.2,25.4,34.9,3563
2015-16,2015,4,HHS Regions/National,Region 8,108,18-49 Years,10.1,2.7,17.4,2019
2015-16,2015,4,HHS Regions/National,Region 8,108,5-12 Years,26.6,23.4,29.8,1767
2015-16,2015,4,HHS Regions/National,Region 8,108,50-64 Years,27.2,21.3,33.1,1144
2015-16,2015,4,HHS Regions/National,Region 8,108,6 Months - 4 Years,23.4,16.5,30.2,4595
2015-16,2015,4,HHS Regions/National,Region 8,108,>=65 Years,44.7,38.9,50.4,5391
2015-16,2015,4,HHS Regions/National,Region 9,109,13-17 Years,25.4,20.7,30,691
2015-16,2015,4,HHS Regions/National,Region 9,109,18-49 Years,20,15,24.9,1395
2015-16,2015,4,HHS Regions/National,Region 9,109,5-12 Years,33.3,30.1,36.5,4710
2015-16,2015,4,HHS Regions/National,Region 9,109,50-64 Years,25.4,20.3,30.5,1489
2015-16,2015,4,HHS Regions/National,Region 9,109,6 Months - 4 Years,21.2,18.5,23.9,2921
2015-16,2015,4,HHS Regions/National,Region 9,109,>=65 Years,47.7,41.5,54,4487
2015-16,2015,5,HHS Regions/National,National,0,13-17 Years,39.1,35.3,42.8,1753
2015-16,2015,5,HHS Regions/National,National,0,18-49 Years,13.8,9.7,17.8,3044
2015-16,2015,5,HHS Regions/National,National,0,5-12 Years,36,31.4,40.7,3021
2015-16,2015,5,HHS Regions/National,National,0,50-64 Years,30.7,23.4,38.1,4229
2015-16,2015,5,HHS Regions/National,National,0,6 Months - 4 Years,27,23.3,30.7,403
2015-16,2015,5,HHS Regions/National,National,0,>=65 Years,55.4,49.3,61.4,4714
2015-16,2015,5,HHS Regions/National,Region 1,101,13-17 Years,32.4,27.8,36.9,3379
2015-16,2015,5,HHS Regions/National,Region 1,101,18-49 Years,16.5,13.6,19.4,5168
2015-16,2015,5,HHS Regions/National,Region 1,101,5-12 Years,39.8,35.3,44.3,3408
2015-16,2015,5,HHS Regions/National,Region 1,101,50-64 Years,25.6,20.9,30.3,3986
2015-16,2015,5,HHS Regions/National,Region 1,101,6 Months - 4 Years,30.6,24,37.2,447
2015-16,2015,5,HHS Regions/National,Region 1,101,>=65 Years,49.6,43,56.2,3828
2015-16,2015,5,HHS Regions/National,Region 10,110,13-17 Years,33.4,27.4,39.3,4958
2015-16,2015,5,HHS Regions/National,Region 10,110,18-49 Years,15.5,9.1,21.8,4236
2015-16,2015,5,HHS Regions/National,Region 10,110,5-12 Years,36.5,33.8,39.3,1641
2015-16,2015,5,HHS Regions/National,Region 10,110,50-64 Years,29.4,23.9,34.9,2496
2015-16,2015,5,HHS Regions/National,Region 10,110,6 Months - 4 Years,25,20.2,29.7,1708
2015-16,2015,5,HHS Regions/National,Region 10,110,>=65 Years,45.1,42.4,47.7,3611
2015-16,2015,5,HHS Regions/National,Region 2,102,13-17 Years,36.8,32.6,41,5369
2015-16,2015,5,HHS Regions/National,Region 2,102,18-49 Years,15.2,12.3,18.1,5254
2015-16,2015,5,HHS Regions/National,Region 2,102,5-12 Years,35.4,32.2,38.6,961
2015-16,2015,5,HHS Regions/National,Region 2,102,50-64 Years,33.5,30.7,36.4,4389
2015-16,2015,5,HHS Regions/National,Region 2,102,6 Months - 4 Years,30.9,25.1,36.8,5227
2015-16,2015,5,HHS Regions/National,Region 2,102,>=65 Years,51.4,47.4,55.4,3717
2015-16,2015,5,HHS Regions/National,Region 3,103,13-17 Years,32.6,26.7,38.5,329
2015-16,2015,5,HHS Regions/National,Region 3,103,18-49 Years,22.2,19.3,25.2,4229
2015-16,2015,5,HHS Regions/National,Region 3,103,5-12 Years,36.4,33.6,39.1,1730
2015-16,2015,5,HHS Regions/National,Region 3,103,50-64 Years,27.8,21.4,34.2,2151
2015-16,2015,5,HHS Regions/National,Region 3,103,6 Months - 4 Years,27.2,24.4,29.9,2087
