year,state,state_name,county_fips,county_name,population_2020,pollutant,statistic,unit,metric_key,value,status,naaqs_standard,value_as_fraction_of_standard,exceeds_standard
2025,AL,Alabama,01060,Monitoring County 060,193341,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,7.062,reported,10,0.706,FALSE
2025,AL,Alabama,01060,Monitoring County 060,193341,Hum,8-hour,index,co_8hr_ppm,2.817,reported,9,0.313,FALSE
2025,AL,Alabama,01060,Monitoring County 060,193341,Siren,8-hour,index,ozone_8hr_ppb,19.958,reported,70,0.285,FALSE
2025,AL,Alabama,01060,Monitoring County 060,193341,Traffic rumble,annual mean,index,no2_annual_mean_ppb,,no_data,53,,
2025,AL,Alabama,01060,Monitoring County 060,193341,Traffic spike,1-hour,index,no2_1hr_ppb,40.554,reported,100,0.406,FALSE
2025,AL,Alabama,01091,Monitoring County 091,42157,Construction dust,24-hour,index,pm10_24hr_ug_m3,,no_data,150,,
2025,AL,Alabama,01091,Monitoring County 091,42157,Echo,3-month,index,lead_3mo_ug_m3,,insufficient_data,0.15,,
2025,AL,Alabama,01091,Monitoring County 091,42157,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,4.398,reported,9,0.489,FALSE
2025,AL,Alabama,01091,Monitoring County 091,42157,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,insufficient_data,35,,
2025,AL,Alabama,01091,Monitoring County 091,42157,Generator,1-hour,index,so2_1hr_ppb,,no_data,75,,
2025,AL,Alabama,01091,Monitoring County 091,42157,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,2.664,reported,10,0.266,FALSE
2025,AL,Alabama,01091,Monitoring County 091,42157,Hum,8-hour,index,co_8hr_ppm,,no_data,9,,
2025,AL,Alabama,01091,Monitoring County 091,42157,Siren,8-hour,index,ozone_8hr_ppb,21.483,reported,70,0.307,FALSE
2025,AL,Alabama,01091,Monitoring County 091,42157,Traffic rumble,annual mean,index,no2_annual_mean_ppb,,insufficient_data,53,,
2025,AL,Alabama,01091,Monitoring County 091,42157,Traffic spike,1-hour,index,no2_1hr_ppb,,no_data,100,,
2025,AL,Alabama,01117,Monitoring County 117,93639,Construction dust,24-hour,index,pm10_24hr_ug_m3,,no_data,150,,
2025,AL,Alabama,01117,Monitoring County 117,93639,Echo,3-month,index,lead_3mo_ug_m3,,no_data,0.15,,
2025,AL,Alabama,01117,Monitoring County 117,93639,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,9.394,reported,9,1.044,TRUE
2025,AL,Alabama,01117,Monitoring County 117,93639,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,no_data,35,,
2025,AL,Alabama,01117,Monitoring County 117,93639,Generator,1-hour,index,so2_1hr_ppb,15.592,reported,75,0.208,FALSE
2025,AL,Alabama,01117,Monitoring County 117,93639,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,3.07,reported,10,0.307,FALSE
2025,AL,Alabama,01117,Monitoring County 117,93639,Hum,8-hour,index,co_8hr_ppm,2.624,reported,9,0.292,FALSE
2025,AL,Alabama,01117,Monitoring County 117,93639,Siren,8-hour,index,ozone_8hr_ppb,20.426,reported,70,0.292,FALSE
2025,AL,Alabama,01117,Monitoring County 117,93639,Traffic rumble,annual mean,index,no2_annual_mean_ppb,29.934,reported,53,0.565,FALSE
2025,AL,Alabama,01117,Monitoring County 117,93639,Traffic spike,1-hour,index,no2_1hr_ppb,,no_data,100,,
2025,AL,Alabama,01151,Monitoring County 151,43825,Construction dust,24-hour,index,pm10_24hr_ug_m3,,insufficient_data,150,,
2025,AL,Alabama,01151,Monitoring County 151,43825,Echo,3-month,index,lead_3mo_ug_m3,0.053,reported,0.15,0.354,FALSE
2025,AL,Alabama,01151,Monitoring County 151,43825,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,,no_data,9,,
2025,AL,Alabama,01151,Monitoring County 151,43825,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,no_data,35,,
2025,AL,Alabama,01151,Monitoring County 151,43825,Generator,1-hour,index,so2_1hr_ppb,,no_data,75,,
2025,AL,Alabama,01151,Monitoring County 151,43825,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,2.534,reported,10,0.253,FALSE
2025,AL,Alabama,01151,Monitoring County 151,43825,Hum,8-hour,index,co_8hr_ppm,4.141,reported,9,0.46,FALSE
2025,AL,Alabama,01151,Monitoring County 151,43825,Siren,8-hour,index,ozone_8hr_ppb,34.468,reported,70,0.492,FALSE
2025,AL,Alabama,01151,Monitoring County 151,43825,Traffic rumble,annual mean,index,no2_annual_mean_ppb,30.078,reported,53,0.568,FALSE
2025,AL,Alabama,01151,Monitoring County 151,43825,Traffic spike,1-hour,index,no2_1hr_ppb,53.76,reported,100,0.538,FALSE
2025,AL,Alabama,01189,Monitoring County 189,68565,Construction dust,24-hour,index,pm10_24hr_ug_m3,,no_data,150,,
2025,AL,Alabama,01189,Monitoring County 189,68565,Echo,3-month,index,lead_3mo_ug_m3,,no_data,0.15,,
2025,AL,Alabama,01189,Monitoring County 189,68565,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,,insufficient_data,9,,
2025,AL,Alabama,01189,Monitoring County 189,68565,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,no_data,35,,
2025,AL,Alabama,01189,Monitoring County 189,68565,Generator,1-hour,index,so2_1hr_ppb,,no_data,75,,
2025,AL,Alabama,01189,Monitoring County 189,68565,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,5.833,reported,10,0.583,FALSE
2025,AL,Alabama,01189,Monitoring County 189,68565,Hum,8-hour,index,co_8hr_ppm,4.029,reported,9,0.448,FALSE
2025,AL,Alabama,01189,Monitoring County 189,68565,Siren,8-hour,index,ozone_8hr_ppb,,no_data,70,,
2025,AL,Alabama,01189,Monitoring County 189,68565,Traffic rumble,annual mean,index,no2_annual_mean_ppb,35.963,reported,53,0.679,FALSE
2025,AL,Alabama,01189,Monitoring County 189,68565,Traffic spike,1-hour,index,no2_1hr_ppb,,no_data,100,,
2025,AL,Alabama,01210,Monitoring County 210,106643,Construction dust,24-hour,index,pm10_24hr_ug_m3,,insufficient_data,150,,
2025,AL,Alabama,01210,Monitoring County 210,106643,Echo,3-month,index,lead_3mo_ug_m3,,insufficient_data,0.15,,
2025,AL,Alabama,01210,Monitoring County 210,106643,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,13.114,reported,9,1.457,TRUE
2025,AL,Alabama,01210,Monitoring County 210,106643,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,no_data,35,,
2025,AL,Alabama,01210,Monitoring County 210,106643,Generator,1-hour,index,so2_1hr_ppb,12.699,reported,75,0.169,FALSE
2025,AL,Alabama,01210,Monitoring County 210,106643,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,2.521,reported,10,0.252,FALSE
2025,AL,Alabama,01210,Monitoring County 210,106643,Hum,8-hour,index,co_8hr_ppm,,insufficient_data,9,,
2025,AL,Alabama,01210,Monitoring County 210,106643,Siren,8-hour,index,ozone_8hr_ppb,32.087,reported,70,0.458,FALSE
2025,AL,Alabama,01210,Monitoring County 210,106643,Traffic rumble,annual mean,index,no2_annual_mean_ppb,16.186,reported,53,0.305,FALSE
2025,AL,Alabama,01210,Monitoring County 210,106643,Traffic spike,1-hour,index,no2_1hr_ppb,,insufficient_data,100,,
2025,AL,Alabama,01215,Monitoring County 215,25555,Construction dust,24-hour,index,pm10_24hr_ug_m3,,no_data,150,,
2025,AL,Alabama,01215,Monitoring County 215,25555,Echo,3-month,index,lead_3mo_ug_m3,,no_data,0.15,,
2025,AL,Alabama,01215,Monitoring County 215,25555,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,4.894,reported,9,0.544,FALSE
2025,AL,Alabama,01215,Monitoring County 215,25555,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,no_data,35,,
2025,AL,Alabama,01215,Monitoring County 215,25555,Generator,1-hour,index,so2_1hr_ppb,,no_data,75,,
2025,AL,Alabama,01215,Monitoring County 215,25555,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,3.81,reported,10,0.381,FALSE
2025,AL,Alabama,01215,Monitoring County 215,25555,Hum,8-hour,index,co_8hr_ppm,,no_data,9,,
2025,AL,Alabama,01215,Monitoring County 215,25555,Siren,8-hour,index,ozone_8hr_ppb,32.103,reported,70,0.459,FALSE
2025,AL,Alabama,01215,Monitoring County 215,25555,Traffic rumble,annual mean,index,no2_annual_mean_ppb,36.486,reported,53,0.688,FALSE
2025,AL,Alabama,01215,Monitoring County 215,25555,Traffic spike,1-hour,index,no2_1hr_ppb,,no_data,100,,
2025,AL,Alabama,01218,Monitoring County 218,13730,Construction dust,24-hour,index,pm10_24hr_ug_m3,,no_data,150,,
2025,AL,Alabama,01218,Monitoring County 218,13730,Echo,3-month,index,lead_3mo_ug_m3,0.067,reported,0.15,0.447,FALSE
2025,AL,Alabama,01218,Monitoring County 218,13730,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,,no_data,9,,
2025,AL,Alabama,01218,Monitoring County 218,13730,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,insufficient_data,35,,
2025,AL,Alabama,01218,Monitoring County 218,13730,Generator,1-hour,index,so2_1hr_ppb,,no_data,75,,
2025,AL,Alabama,01218,Monitoring County 218,13730,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,,no_data,10,,
2025,AL,Alabama,01218,Monitoring County 218,13730,Hum,8-hour,index,co_8hr_ppm,1.488,reported,9,0.165,FALSE
2025,AL,Alabama,01218,Monitoring County 218,13730,Siren,8-hour,index,ozone_8hr_ppb,107.942,reported,70,1.542,TRUE
2025,AL,Alabama,01218,Monitoring County 218,13730,Traffic rumble,annual mean,index,no2_annual_mean_ppb,75.958,reported,53,1.433,TRUE
2025,AL,Alabama,01218,Monitoring County 218,13730,Traffic spike,1-hour,index,no2_1hr_ppb,38.111,reported,100,0.381,FALSE
2025,AR,Arkansas,04012,Monitoring County 012,101414,Construction dust,24-hour,index,pm10_24hr_ug_m3,44.754,reported,150,0.298,FALSE
2025,AR,Arkansas,04012,Monitoring County 012,101414,Echo,3-month,index,lead_3mo_ug_m3,,no_data,0.15,,
2025,AR,Arkansas,04012,Monitoring County 012,101414,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,7.548,reported,9,0.839,FALSE
2025,AR,Arkansas,04012,Monitoring County 012,101414,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,13.657,reported,35,0.39,FALSE
2025,AR,Arkansas,04012,Monitoring County 012,101414,Generator,1-hour,index,so2_1hr_ppb,15.091,reported,75,0.201,FALSE
2025,AR,Arkansas,04012,Monitoring County 012,101414,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,,no_data,10,,
2025,AR,Arkansas,04012,Monitoring County 012,101414,Hum,8-hour,index,co_8hr_ppm,,no_data,9,,
2025,AR,Arkansas,04012,Monitoring County 012,101414,Siren,8-hour,index,ozone_8hr_ppb,,insufficient_data,70,,
2025,AR,Arkansas,04012,Monitoring County 012,101414,Traffic rumble,annual mean,index,no2_annual_mean_ppb,33.237,reported,53,0.627,FALSE
2025,AR,Arkansas,04012,Monitoring County 012,101414,Traffic spike,1-hour,index,no2_1hr_ppb,42.468,reported,100,0.425,FALSE
2025,AR,Arkansas,04041,Monitoring County 041,54848,Construction dust,24-hour,index,pm10_24hr_ug_m3,61.133,reported,150,0.408,FALSE
2025,AR,Arkansas,04041,Monitoring County 041,54848,Echo,3-month,index,lead_3mo_ug_m3,,no_data,0.15,,
2025,AR,Arkansas,04041,Monitoring County 041,54848,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,,no_data,9,,
2025,AR,Arkansas,04041,Monitoring County 041,54848,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,no_data,35,,
2025,AR,Arkansas,04041,Monitoring County 041,54848,Generator,1-hour,index,so2_1hr_ppb,,no_data,75,,
2025,AR,Arkansas,04041,Monitoring County 041,54848,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,,no_data,10,,
2025,AR,Arkansas,04041,Monitoring County 041,54848,Hum,8-hour,index,co_8hr_ppm,1.805,reported,9,0.201,FALSE
2025,AR,Arkansas,04041,Monitoring County 041,54848,Siren,8-hour,index,ozone_8hr_ppb,36.137,reported,70,0.516,FALSE
2025,AR,Arkansas,04041,Monitoring County 041,54848,Traffic rumble,annual mean,index,no2_annual_mean_ppb,48.128,reported,53,0.908,FALSE
2025,AR,Arkansas,04041,Monitoring County 041,54848,Traffic spike,1-hour,index,no2_1hr_ppb,59.767,reported,100,0.598,FALSE
2025,AR,Arkansas,04167,Monitoring County 167,166653,Construction dust,24-hour,index,pm10_24hr_ug_m3,83.919,reported,150,0.559,FALSE
2025,AR,Arkansas,04167,Monitoring County 167,166653,Echo,3-month,index,lead_3mo_ug_m3,,no_data,0.15,,
2025,AR,Arkansas,04167,Monitoring County 167,166653,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,,no_data,9,,
2025,AR,Arkansas,04167,Monitoring County 167,166653,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,,no_data,35,,
2025,AR,Arkansas,04167,Monitoring County 167,166653,Generator,1-hour,index,so2_1hr_ppb,12.299,reported,75,0.164,FALSE
2025,AR,Arkansas,04167,Monitoring County 167,166653,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,1.858,reported,10,0.186,FALSE
2025,AR,Arkansas,04167,Monitoring County 167,166653,Hum,8-hour,index,co_8hr_ppm,5.964,reported,9,0.663,FALSE
2025,AR,Arkansas,04167,Monitoring County 167,166653,Siren,8-hour,index,ozone_8hr_ppb,,no_data,70,,
2025,AR,Arkansas,04167,Monitoring County 167,166653,Traffic rumble,annual mean,index,no2_annual_mean_ppb,23.312,reported,53,0.44,FALSE
2025,AR,Arkansas,04167,Monitoring County 167,166653,Traffic spike,1-hour,index,no2_1hr_ppb,24.373,reported,100,0.244,FALSE
2025,AR,Arkansas,04193,Monitoring County 193,101368,Construction dust,24-hour,index,pm10_24hr_ug_m3,77.798,reported,150,0.519,FALSE
2025,AR,Arkansas,04193,Monitoring County 193,101368,Echo,3-month,index,lead_3mo_ug_m3,,no_data,0.15,,
2025,AR,Arkansas,04193,Monitoring County 193,101368,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,,no_data,9,,
2025,AR,Arkansas,04193,Monitoring County 193,101368,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,36.755,reported,35,1.05,TRUE
2025,AR,Arkansas,04193,Monitoring County 193,101368,Generator,1-hour,index,so2_1hr_ppb,25.148,reported,75,0.335,FALSE
2025,AR,Arkansas,04193,Monitoring County 193,101368,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,,insufficient_data,10,,
2025,AR,Arkansas,04193,Monitoring County 193,101368,Hum,8-hour,index,co_8hr_ppm,4.02,reported,9,0.447,FALSE
2025,AR,Arkansas,04193,Monitoring County 193,101368,Siren,8-hour,index,ozone_8hr_ppb,,insufficient_data,70,,
2025,AR,Arkansas,04193,Monitoring County 193,101368,Traffic rumble,annual mean,index,no2_annual_mean_ppb,,no_data,53,,
2025,AR,Arkansas,04193,Monitoring County 193,101368,Traffic spike,1-hour,index,no2_1hr_ppb,91.247,reported,100,0.912,FALSE
2025,AR,Arkansas,04199,Monitoring County 199,89341,Construction dust,24-hour,index,pm10_24hr_ug_m3,,no_data,150,,
2025,AR,Arkansas,04199,Monitoring County 199,89341,Echo,3-month,index,lead_3mo_ug_m3,,no_data,0.15,,
2025,AR,Arkansas,04199,Monitoring County 199,89341,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,3.257,reported,9,0.362,FALSE
2025,AR,Arkansas,04199,Monitoring County 199,89341,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,12.714,reported,35,0.363,FALSE
2025,AR,Arkansas,04199,Monitoring County 199,89341,Generator,1-hour,index,so2_1hr_ppb,,no_data,75,,
2025,AR,Arkansas,04199,Monitoring County 199,89341,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,2.827,reported,10,0.283,FALSE
2025,AR,Arkansas,04199,Monitoring County 199,89341,Hum,8-hour,index,co_8hr_ppm,,no_data,9,,
2025,AR,Arkansas,04199,Monitoring County 199,89341,Siren,8-hour,index,ozone_8hr_ppb,40.907,reported,70,0.584,FALSE
2025,AR,Arkansas,04199,Monitoring County 199,89341,Traffic rumble,annual mean,index,no2_annual_mean_ppb,,no_data,53,,
2025,AR,Arkansas,04199,Monitoring County 199,89341,Traffic spike,1-hour,index,no2_1hr_ppb,,no_data,100,,
2025,AR,Arkansas,04214,Monitoring County 214,87459,Construction dust,24-hour,index,pm10_24hr_ug_m3,35.632,reported,150,0.238,FALSE
2025,AR,Arkansas,04214,Monitoring County 214,87459,Echo,3-month,index,lead_3mo_ug_m3,0.045,reported,0.15,0.302,FALSE
2025,AR,Arkansas,04214,Monitoring County 214,87459,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,9.623,reported,9,1.069,TRUE
2025,AR,Arkansas,04214,Monitoring County 214,87459,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,21.652,reported,35,0.619,FALSE
2025,AR,Arkansas,04214,Monitoring County 214,87459,Generator,1-hour,index,so2_1hr_ppb,,no_data,75,,
2025,AR,Arkansas,04214,Monitoring County 214,87459,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,,no_data,10,,
2025,AR,Arkansas,04214,Monitoring County 214,87459,Hum,8-hour,index,co_8hr_ppm,,insufficient_data,9,,
2025,AR,Arkansas,04214,Monitoring County 214,87459,Siren,8-hour,index,ozone_8hr_ppb,54.577,reported,70,0.78,FALSE
2025,AR,Arkansas,04214,Monitoring County 214,87459,Traffic rumble,annual mean,index,no2_annual_mean_ppb,32.122,reported,53,0.606,FALSE
2025,AR,Arkansas,04214,Monitoring County 214,87459,Traffic spike,1-hour,index,no2_1hr_ppb,,no_data,100,,
2025,AR,Arkansas,04228,Monitoring County 228,17620,Construction dust,24-hour,index,pm10_24hr_ug_m3,58.95,reported,150,0.393,FALSE
2025,AR,Arkansas,04228,Monitoring County 228,17620,Echo,3-month,index,lead_3mo_ug_m3,0.049,reported,0.15,0.327,FALSE
2025,AR,Arkansas,04228,Monitoring County 228,17620,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,5.351,reported,9,0.595,FALSE
2025,AR,Arkansas,04228,Monitoring County 228,17620,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,51.209,reported,35,1.463,TRUE
2025,AR,Arkansas,04228,Monitoring County 228,17620,Generator,1-hour,index,so2_1hr_ppb,32.485,reported,75,0.433,FALSE
2025,AR,Arkansas,04228,Monitoring County 228,17620,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,6.606,reported,10,0.661,FALSE
2025,AR,Arkansas,04228,Monitoring County 228,17620,Hum,8-hour,index,co_8hr_ppm,3.606,reported,9,0.401,FALSE
2025,AR,Arkansas,04228,Monitoring County 228,17620,Siren,8-hour,index,ozone_8hr_ppb,,no_data,70,,
2025,AR,Arkansas,04228,Monitoring County 228,17620,Traffic rumble,annual mean,index,no2_annual_mean_ppb,28.096,reported,53,0.53,FALSE
2025,AR,Arkansas,04228,Monitoring County 228,17620,Traffic spike,1-hour,index,no2_1hr_ppb,83.078,reported,100,0.831,FALSE
2025,AR,Arkansas,04231,Monitoring County 231,111526,Construction dust,24-hour,index,pm10_24hr_ug_m3,39.111,reported,150,0.261,FALSE
2025,AR,Arkansas,04231,Monitoring County 231,111526,Echo,3-month,index,lead_3mo_ug_m3,0.037,reported,0.15,0.249,FALSE
2025,AR,Arkansas,04231,Monitoring County 231,111526,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,2.793,reported,9,0.31,FALSE
2025,AR,Arkansas,04231,Monitoring County 231,111526,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,25.385,reported,35,0.725,FALSE
2025,AR,Arkansas,04231,Monitoring County 231,111526,Generator,1-hour,index,so2_1hr_ppb,,no_data,75,,
2025,AR,Arkansas,04231,Monitoring County 231,111526,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,,no_data,10,,
2025,AR,Arkansas,04231,Monitoring County 231,111526,Hum,8-hour,index,co_8hr_ppm,3.689,reported,9,0.41,FALSE
2025,AR,Arkansas,04231,Monitoring County 231,111526,Siren,8-hour,index,ozone_8hr_ppb,57.295,reported,70,0.819,FALSE
2025,AR,Arkansas,04231,Monitoring County 231,111526,Traffic rumble,annual mean,index,no2_annual_mean_ppb,,no_data,53,,
2025,AR,Arkansas,04231,Monitoring County 231,111526,Traffic spike,1-hour,index,no2_1hr_ppb,20.02,reported,100,0.2,FALSE
2025,AR,Arkansas,04244,Monitoring County 244,117827,Construction dust,24-hour,index,pm10_24hr_ug_m3,79.545,reported,150,0.53,FALSE
2025,AR,Arkansas,04244,Monitoring County 244,117827,Echo,3-month,index,lead_3mo_ug_m3,,no_data,0.15,,
2025,AR,Arkansas,04244,Monitoring County 244,117827,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,,no_data,9,,
2025,AR,Arkansas,04244,Monitoring County 244,117827,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,44.16,reported,35,1.262,TRUE
2025,AR,Arkansas,04244,Monitoring County 244,117827,Generator,1-hour,index,so2_1hr_ppb,,no_data,75,,
2025,AR,Arkansas,04244,Monitoring County 244,117827,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,5.43,reported,10,0.543,FALSE
2025,AR,Arkansas,04244,Monitoring County 244,117827,Hum,8-hour,index,co_8hr_ppm,,no_data,9,,
2025,AR,Arkansas,04244,Monitoring County 244,117827,Siren,8-hour,index,ozone_8hr_ppb,42.613,reported,70,0.609,FALSE
2025,AR,Arkansas,04244,Monitoring County 244,117827,Traffic rumble,annual mean,index,no2_annual_mean_ppb,26.575,reported,53,0.501,FALSE
2025,AR,Arkansas,04244,Monitoring County 244,117827,Traffic spike,1-hour,index,no2_1hr_ppb,18.612,reported,100,0.186,FALSE
2025,AR,Arkansas,04270,Monitoring County 270,33044,Construction dust,24-hour,index,pm10_24hr_ug_m3,,no_data,150,,
2025,AR,Arkansas,04270,Monitoring County 270,33044,Echo,3-month,index,lead_3mo_ug_m3,0.033,reported,0.15,0.221,FALSE
2025,AR,Arkansas,04270,Monitoring County 270,33044,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,4.418,reported,9,0.491,FALSE
2025,AR,Arkansas,04270,Monitoring County 270,33044,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,12.208,reported,35,0.349,FALSE
2025,AR,Arkansas,04270,Monitoring County 270,33044,Generator,1-hour,index,so2_1hr_ppb,10.95,reported,75,0.146,FALSE
2025,AR,Arkansas,04270,Monitoring County 270,33044,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,,no_data,10,,
2025,AR,Arkansas,04270,Monitoring County 270,33044,Hum,8-hour,index,co_8hr_ppm,1.811,reported,9,0.201,FALSE
2025,AR,Arkansas,04270,Monitoring County 270,33044,Siren,8-hour,index,ozone_8hr_ppb,,insufficient_data,70,,
2025,AR,Arkansas,04270,Monitoring County 270,33044,Traffic rumble,annual mean,index,no2_annual_mean_ppb,19.181,reported,53,0.362,FALSE
2025,AR,Arkansas,04270,Monitoring County 270,33044,Traffic spike,1-hour,index,no2_1hr_ppb,,no_data,100,,
2025,AR,Arkansas,04279,Monitoring County 279,77686,Construction dust,24-hour,index,pm10_24hr_ug_m3,,no_data,150,,
2025,AR,Arkansas,04279,Monitoring County 279,77686,Echo,3-month,index,lead_3mo_ug_m3,0.038,reported,0.15,0.251,FALSE
2025,AR,Arkansas,04279,Monitoring County 279,77686,Fine dust,weighted annual mean,index,pm25_annual_mean_ug_m3,7.954,reported,9,0.884,FALSE
2025,AR,Arkansas,04279,Monitoring County 279,77686,Fine dust spike,24-hour,index,pm25_24hr_ug_m3,40.482,reported,35,1.157,TRUE
2025,AR,Arkansas,04279,Monitoring County 279,77686,Generator,1-hour,index,so2_1hr_ppb,14.558,reported,75,0.194,FALSE
2025,AR,Arkansas,04279,Monitoring County 279,77686,Generator annual,weighted annual mean,index,so2_annual_mean_ppb,3.462,reported,10,0.346,FALSE
2025,AR,Arkansas,04279,Monitoring County 279,77686,Hum,8-hour,index,co_8hr_ppm,,insufficient_data,9,,
