year,state,state_name,county_fips,county_name,population_2020,pollutant,statistic,unit,metric_key,value,status,naaqs_standard,value_as_fraction_of_standard,exceeds_standard
2025,AL,Alabama,01003,Baldwin County,231767,PM2.5,24-hour,ug/m3,pm25_24hr_ug_m3,12.9,reported,35,0.3685714285714286,FALSE
2025,AL,Alabama,01003,Baldwin County,231767,PM2.5,weighted annual mean,ug/m3,pm25_annual_mean_ug_m3,6.7,reported,9,0.7444444444444445,FALSE
2025,AL,Alabama,01003,Baldwin County,231767,SO2,1-hour,ppb,so2_1hr_ppb,,no_data,75,,
2025,AL,Alabama,01003,Baldwin County,231767,SO2,weighted annual mean,ppb,so2_annual_mean_ppb,,no_data,10,,
2025,AL,Alabama,01027,Clay County,14236,CO,8-hour,ppm,co_8hr_ppm,,no_data,9,,
2025,AL,Alabama,01027,Clay County,14236,Lead,3-month,ug/m3,lead_3mo_ug_m3,,no_data,0.15,,
2025,AL,Alabama,01027,Clay County,14236,NO2,1-hour,ppb,no2_1hr_ppb,,no_data,100,,
2025,AL,Alabama,01027,Clay County,14236,NO2,annual mean,ppb,no2_annual_mean_ppb,,no_data,53,,
2025,AL,Alabama,01027,Clay County,14236,Ozone,8-hour,ppb,ozone_8hr_ppb,,no_data,70,,
2025,AL,Alabama,01027,Clay County,14236,PM10,24-hour,ug/m3,pm10_24hr_ug_m3,,no_data,150,,
2025,AL,Alabama,01027,Clay County,14236,PM2.5,24-hour,ug/m3,pm25_24hr_ug_m3,17,reported,35,0.4857142857142857,FALSE
2025,AL,Alabama,01027,Clay County,14236,PM2.5,weighted annual mean,ug/m3,pm25_annual_mean_ug_m3,6.8,reported,9,0.7555555555555555,FALSE
2025,AL,Alabama,01027,Clay County,14236,SO2,1-hour,ppb,so2_1hr_ppb,,no_data,75,,
2025,AL,Alabama,01027,Clay County,14236,SO2,weighted annual mean,ppb,so2_annual_mean_ppb,,no_data,10,,
2025,AL,Alabama,01049,DeKalb County,71608,CO,8-hour,ppm,co_8hr_ppm,,no_data,9,,
2025,AL,Alabama,01049,DeKalb County,71608,Lead,3-month,ug/m3,lead_3mo_ug_m3,,no_data,0.15,,
2025,AL,Alabama,01049,DeKalb County,71608,NO2,1-hour,ppb,no2_1hr_ppb,,no_data,100,,
2025,AL,Alabama,01049,DeKalb County,71608,NO2,annual mean,ppb,no2_annual_mean_ppb,,no_data,53,,
2025,AL,Alabama,01049,DeKalb County,71608,Ozone,8-hour,ppb,ozone_8hr_ppb,64,reported,70,0.9142857142857143,FALSE
2025,AL,Alabama,01049,DeKalb County,71608,PM10,24-hour,ug/m3,pm10_24hr_ug_m3,,no_data,150,,
2025,AL,Alabama,01049,DeKalb County,71608,PM2.5,24-hour,ug/m3,pm25_24hr_ug_m3,13.6,reported,35,0.38857142857142857,FALSE
2025,AL,Alabama,01049,DeKalb County,71608,PM2.5,weighted annual mean,ug/m3,pm25_annual_mean_ug_m3,6.3,reported,9,0.7,FALSE
2025,AL,Alabama,01049,DeKalb County,71608,SO2,1-hour,ppb,so2_1hr_ppb,,no_data,75,,
2025,AL,Alabama,01049,DeKalb County,71608,SO2,weighted annual mean,ppb,so2_annual_mean_ppb,,no_data,10,,
2025,AL,Alabama,01051,Elmore County,87977,CO,8-hour,ppm,co_8hr_ppm,,no_data,9,,
2025,AL,Alabama,01051,Elmore County,87977,Lead,3-month,ug/m3,lead_3mo_ug_m3,,no_data,0.15,,
2025,AL,Alabama,01051,Elmore County,87977,NO2,1-hour,ppb,no2_1hr_ppb,,no_data,100,,
2025,AL,Alabama,01051,Elmore County,87977,NO2,annual mean,ppb,no2_annual_mean_ppb,,no_data,53,,
2025,AL,Alabama,01051,Elmore County,87977,Ozone,8-hour,ppb,ozone_8hr_ppb,55,reported,70,0.7857142857142857,FALSE
2025,AL,Alabama,01051,Elmore County,87977,PM10,24-hour,ug/m3,pm10_24hr_ug_m3,,no_data,150,,
2025,AL,Alabama,01051,Elmore County,87977,PM2.5,24-hour,ug/m3,pm25_24hr_ug_m3,,no_data,35,,
2025,AL,Alabama,01051,Elmore County,87977,PM2.5,weighted annual mean,ug/m3,pm25_annual_mean_ug_m3,,no_data,9,,
2025,AL,Alabama,01051,Elmore County,87977,SO2,1-hour,ppb,so2_1hr_ppb,,no_data,75,,
2025,AL,Alabama,01051,Elmore County,87977,SO2,weighted annual mean,ppb,so2_annual_mean_ppb,,no_data,10,,
2025,AL,Alabama,01055,Etowah County,103436,CO,8-hour,ppm,co_8hr_ppm,,no_data,9,,
2025,AL,Alabama,01055,Etowah County,103436,Lead,3-month,ug/m3,lead_3mo_ug_m3,,no_data,0.15,,
2025,AL,Alabama,01055,Etowah County,103436,NO2,1-hour,ppb,no2_1hr_ppb,,no_data,100,,
2025,AL,Alabama,01055,Etowah County,103436,NO2,annual mean,ppb,no2_annual_mean_ppb,,no_data,53,,
2025,AL,Alabama,01055,Etowah County,103436,Ozone,8-hour,ppb,ozone_8hr_ppb,63,reported,70,0.9,FALSE
2025,AL,Alabama,01055,Etowah County,103436,PM10,24-hour,ug/m3,pm10_24hr_ug_m3,,no_data,150,,
2025,AL,Alabama,01055,Etowah County,103436,PM2.5,24-hour,ug/m3,pm25_24hr_ug_m3,16.3,reported,35,0.46571428571428575,FALSE
2025,AL,Alabama,01055,Etowah County,103436,PM2.5,weighted annual mean,ug/m3,pm25_annual_mean_ug_m3,8.2,reported,9,0.911111111111111,FALSE
2025,AL,Alabama,01055,Etowah County,103436,SO2,1-hour,ppb,so2_1hr_ppb,,no_data,75,,
2025,AL,Alabama,01055,Etowah County,103436,SO2,weighted annual mean,ppb,so2_annual_mean_ppb,,no_data,10,,
2025,AL,Alabama,01073,Jefferson County,674721,CO,8-hour,ppm,co_8hr_ppm,1.1,reported,9,0.12222222222222223,FALSE
2025,AL,Alabama,01073,Jefferson County,674721,Lead,3-month,ug/m3,lead_3mo_ug_m3,,no_data,0.15,,
2025,AL,Alabama,01073,Jefferson County,674721,NO2,1-hour,ppb,no2_1hr_ppb,47.4,reported,100,0.474,FALSE
2025,AL,Alabama,01073,Jefferson County,674721,NO2,annual mean,ppb,no2_annual_mean_ppb,12,reported,53,0.22641509433962265,FALSE
2025,AL,Alabama,01073,Jefferson County,674721,Ozone,8-hour,ppb,ozone_8hr_ppb,64,reported,70,0.9142857142857143,FALSE
2025,AL,Alabama,01073,Jefferson County,674721,PM10,24-hour,ug/m3,pm10_24hr_ug_m3,56,reported,150,0.37333333333333335,FALSE
2025,AL,Alabama,01073,Jefferson County,674721,PM2.5,24-hour,ug/m3,pm25_24hr_ug_m3,23.2,reported,35,0.6628571428571428,FALSE
2025,AL,Alabama,01073,Jefferson County,674721,PM2.5,weighted annual mean,ug/m3,pm25_annual_mean_ug_m3,10.1,reported,9,1.1222222222222222,TRUE
2025,AL,Alabama,01073,Jefferson County,674721,SO2,1-hour,ppb,so2_1hr_ppb,10.3,reported,75,0.13733333333333334,FALSE
2025,AL,Alabama,01073,Jefferson County,674721,SO2,weighted annual mean,ppb,so2_annual_mean_ppb,1.3,reported,10,0.13,FALSE
2025,AL,Alabama,01089,Madison County,388153,CO,8-hour,ppm,co_8hr_ppm,,no_data,9,,
2025,AL,Alabama,01089,Madison County,388153,Lead,3-month,ug/m3,lead_3mo_ug_m3,,no_data,0.15,,
2025,AL,Alabama,01089,Madison County,388153,NO2,1-hour,ppb,no2_1hr_ppb,,no_data,100,,
2025,AL,Alabama,01089,Madison County,388153,NO2,annual mean,ppb,no2_annual_mean_ppb,,no_data,53,,
2025,AL,Alabama,01089,Madison County,388153,Ozone,8-hour,ppb,ozone_8hr_ppb,59,reported,70,0.8428571428571429,FALSE
2025,AL,Alabama,01089,Madison County,388153,PM10,24-hour,ug/m3,pm10_24hr_ug_m3,52,reported,150,0.3466666666666667,FALSE
2025,AL,Alabama,01089,Madison County,388153,PM2.5,24-hour,ug/m3,pm25_24hr_ug_m3,15.9,reported,35,0.4542857142857143,FALSE
2025,AL,Alabama,01089,Madison County,388153,PM2.5,weighted annual mean,ug/m3,pm25_annual_mean_ug_m3,7.5,reported,9,0.8333333333333334,FALSE
2025,AL,Alabama,01089,Madison County,388153,SO2,1-hour,ppb,so2_1hr_ppb,,no_data,75,,
2025,AL,Alabama,01089,Madison County,388153,SO2,weighted annual mean,ppb,so2_annual_mean_ppb,,no_data,10,,
2025,AL,Alabama,01097,Mobile County,414809,CO,8-hour,ppm,co_8hr_ppm,,no_data,9,,
2025,AL,Alabama,01097,Mobile County,414809,Lead,3-month,ug/m3,lead_3mo_ug_m3,,no_data,0.15,,
2025,AL,Alabama,01097,Mobile County,414809,NO2,1-hour,ppb,no2_1hr_ppb,,no_data,100,,
2025,AL,Alabama,01097,Mobile County,414809,NO2,annual mean,ppb,no2_annual_mean_ppb,,no_data,53,,
2025,AL,Alabama,01097,Mobile County,414809,Ozone,8-hour,ppb,ozone_8hr_ppb,59,reported,70,0.8428571428571429,FALSE
2025,AL,Alabama,01097,Mobile County,414809,PM10,24-hour,ug/m3,pm10_24hr_ug_m3,25,reported,150,0.16666666666666666,FALSE
2025,AL,Alabama,01097,Mobile County,414809,PM2.5,24-hour,ug/m3,pm25_24hr_ug_m3,13.6,reported,35,0.38857142857142857,FALSE
2025,AL,Alabama,01097,Mobile County,414809,PM2.5,weighted annual mean,ug/m3,pm25_annual_mean_ug_m3,7.4,reported,9,0.8222222222222223,FALSE
2025,AL,Alabama,01097,Mobile County,414809,SO2,1-hour,ppb,so2_1hr_ppb,6.5,reported,75,0.08666666666666667,FALSE
2025,AL,Alabama,01097,Mobile County,414809,SO2,weighted annual mean,ppb,so2_annual_mean_ppb,0.6,reported,10,0.06,FALSE
2025,AL,Alabama,01101,Montgomery County,228954,CO,8-hour,ppm,co_8hr_ppm,,no_data,9,,
2025,AL,Alabama,01101,Montgomery County,228954,Lead,3-month,ug/m3,lead_3mo_ug_m3,,no_data,0.15,,
2025,AL,Alabama,01101,Montgomery County,228954,NO2,1-hour,ppb,no2_1hr_ppb,,no_data,100,,
2025,AL,Alabama,01101,Montgomery County,228954,NO2,annual mean,ppb,no2_annual_mean_ppb,,no_data,53,,
2025,AL,Alabama,01101,Montgomery County,228954,Ozone,8-hour,ppb,ozone_8hr_ppb,59,reported,70,0.8428571428571429,FALSE
2025,AL,Alabama,01101,Montgomery County,228954,PM10,24-hour,ug/m3,pm10_24hr_ug_m3,28,reported,150,0.18666666666666668,FALSE
2025,AL,Alabama,01101,Montgomery County,228954,PM2.5,24-hour,ug/m3,pm25_24hr_ug_m3,16,reported,35,0.45714285714285713,FALSE
2025,AL,Alabama,01101,Montgomery County,228954,PM2.5,weighted annual mean,ug/m3,pm25_annual_mean_ug_m3,8.1,reported,9,0.8999999999999999,FALSE
2025,AL,Alabama,01101,Montgomery County,228954,SO2,1-hour,ppb,so2_1hr_ppb,,no_data,75,,
2025,AL,Alabama,01101,Montgomery County,228954,SO2,weighted annual mean,ppb,so2_annual_mean_ppb,,no_data,10,,
2025,AL,Alabama,01103,Morgan County,123421,CO,8-hour,ppm,co_8hr_ppm,,no_data,9,,
2025,AL,Alabama,01103,Morgan County,123421,Lead,3-month,ug/m3,lead_3mo_ug_m3,,no_data,0.15,,
2025,AL,Alabama,01103,Morgan County,123421,NO2,1-hour,ppb,no2_1hr_ppb,,no_data,100,,
2025,AL,Alabama,01103,Morgan County,123421,NO2,annual mean,ppb,no2_annual_mean_ppb,,no_data,53,,
2025,AL,Alabama,01103,Morgan County,123421,Ozone,8-hour,ppb,ozone_8hr_ppb,60,reported,70,0.8571428571428571,FALSE
2025,AL,Alabama,01103,Morgan County,123421,PM10,24-hour,ug/m3,pm10_24hr_ug_m3,,no_data,150,,
2025,AL,Alabama,01103,Morgan County,123421,PM2.5,24-hour,ug/m3,pm25_24hr_ug_m3,13.7,reported,35,0.3914285714285714,FALSE
2025,AL,Alabama,01103,Morgan County,123421,PM2.5,weighted annual mean,ug/m3,pm25_annual_mean_ug_m3,6.9,reported,9,0.7666666666666667,FALSE
2025,AL,Alabama,01103,Morgan County,123421,SO2,1-hour,ppb,so2_1hr_ppb,,no_data,75,,
2025,AL,Alabama,01103,Morgan County,123421,SO2,weighted annual mean,ppb,so2_annual_mean_ppb,,no_data,10,,
2025,AL,Alabama,01109,Pike County,33009,CO,8-hour,ppm,co_8hr_ppm,,no_data,9,,
2025,AL,Alabama,01109,Pike County,33009,Lead,3-month,ug/m3,lead_3mo_ug_m3,0.29000000000000004,reported,0.15,1.9333333333333336,TRUE
2025,AL,Alabama,01109,Pike County,33009,NO2,1-hour,ppb,no2_1hr_ppb,,no_data,100,,
2025,AL,Alabama,01109,Pike County,33009,NO2,annual mean,ppb,no2_annual_mean_ppb,,no_data,53,,
2025,AL,Alabama,01109,Pike County,33009,Ozone,8-hour,ppb,ozone_8hr_ppb,,no_data,70,,
2025,AL,Alabama,01109,Pike County,33009,PM10,24-hour,ug/m3,pm10_24hr_ug_m3,,no_data,150,,
2025,AL,Alabama,01109,Pike County,33009,PM2.5,24-hour,ug/m3,pm25_24hr_ug_m3,,no_data,35,,
2025,AL,Alabama,01109,Pike County,33009,PM2.5,weighted annual mean,ug/m3,pm25_annual_mean_ug_m3,,no_data,9,,
2025,AL,Alabama,01109,Pike County,33009,SO2,1-hour,ppb,so2_1hr_ppb,,no_data,75,,
2025,AL,Alabama,01109,Pike County,33009,SO2,weighted annual mean,ppb,so2_annual_mean_ppb,,no_data,10,,
2025,AL,Alabama,01113,Russell County,59183,CO,8-hour,ppm,co_8hr_ppm,,no_data,9,,
2025,AL,Alabama,01113,Russell County,59183,Lead,3-month,ug/m3,lead_3mo_ug_m3,,no_data,0.15,,
2025,AL,Alabama,01113,Russell County,59183,NO2,1-hour,ppb,no2_1hr_ppb,,no_data,100,,
2025,AL,Alabama,01113,Russell County,59183,NO2,annual mean,ppb,no2_annual_mean_ppb,,no_data,53,,
2025,AL,Alabama,01113,Russell County,59183,Ozone,8-hour,ppb,ozone_8hr_ppb,60,reported,70,0.8571428571428571,FALSE
2025,AL,Alabama,01113,Russell County,59183,PM10,24-hour,ug/m3,pm10_24hr_ug_m3,,no_data,150,,
2025,AL,Alabama,01113,Russell County,59183,PM2.5,24-hour,ug/m3,pm25_24hr_ug_m3,19.7,reported,35,0.5628571428571428,FALSE
2025,AL,Alabama,01113,Russell County,59183,PM2.5,weighted annual mean,ug/m3,pm25_annual_mean_ug_m3,8.8,reported,9,0.9777777777777779,FALSE
2025,AL,Alabama,01113,Russell County,59183,SO2,1-hour,ppb,so2_1hr_ppb,,no_data,75,,
2025,AL,Alabama,01113,Russell County,59183,SO2,weighted annual mean,ppb,so2_annual_mean_ppb,,no_data,10,,
2025,AL,Alabama,01117,Shelby County,223024,CO,8-hour,ppm,co_8hr_ppm,,no_data,9,,
2025,AL,Alabama,01117,Shelby County,223024,Lead,3-month,ug/m3,lead_3mo_ug_m3,,no_data,0.15,,
2025,AL,Alabama,01117,Shelby County,223024,NO2,1-hour,ppb,no2_1hr_ppb,,no_data,100,,
2025,AL,Alabama,01117,Shelby County,223024,NO2,annual mean,ppb,no2_annual_mean_ppb,,no_data,53,,
2025,AL,Alabama,01117,Shelby County,223024,Ozone,8-hour,ppb,ozone_8hr_ppb,62,reported,70,0.8857142857142857,FALSE
2025,AL,Alabama,01117,Shelby County,223024,PM10,24-hour,ug/m3,pm10_24hr_ug_m3,,no_data,150,,
2025,AL,Alabama,01117,Shelby County,223024,PM2.5,24-hour,ug/m3,pm25_24hr_ug_m3,,no_data,35,,
2025,AL,Alabama,01117,Shelby County,223024,PM2.5,weighted annual mean,ug/m3,pm25_annual_mean_ug_m3,,no_data,9,,
2025,AL,Alabama,01117,Shelby County,223024,SO2,1-hour,ppb,so2_1hr_ppb,52.9,reported,75,0.7053333333333334,FALSE
2025,AL,Alabama,01117,Shelby County,223024,SO2,weighted annual mean,ppb,so2_annual_mean_ppb,1.4,reported,10,0.13999999999999999,FALSE
2025,AL,Alabama,01119,Sumter County,12345,CO,8-hour,ppm,co_8hr_ppm,,no_data,9,,
2025,AL,Alabama,01119,Sumter County,12345,Lead,3-month,ug/m3,lead_3mo_ug_m3,,no_data,0.15,,
2025,AL,Alabama,01119,Sumter County,12345,NO2,1-hour,ppb,no2_1hr_ppb,,insufficient_data,100,,
2025,AL,Alabama,01119,Sumter County,12345,NO2,annual mean,ppb,no2_annual_mean_ppb,,insufficient_data,53,,
2025,AL,Alabama,01119,Sumter County,12345,Ozone,8-hour,ppb,ozone_8hr_ppb,57,reported,70,0.8142857142857143,FALSE
2025,AL,Alabama,01119,Sumter County,12345,PM10,24-hour,ug/m3,pm10_24hr_ug_m3,,no_data,150,,
2025,AL,Alabama,01119,Sumter County,12345,PM2.5,24-hour,ug/m3,pm25_24hr_ug_m3,13.6,reported,35,0.38857142857142857,FALSE
2025,AL,Alabama,01119,Sumter County,12345,PM2.5,weighted annual mean,ug/m3,pm25_annual_mean_ug_m3,7.1,reported,9,0.7888888888888889,FALSE
2025,AL,Alabama,01119,Sumter County,12345,SO2,1-hour,ppb,so2_1hr_ppb,5.3,reported,75,0.07066666666666667,FALSE
2025,AL,Alabama,01119,Sumter County,12345,SO2,weighted annual mean,ppb,so2_annual_mean_ppb,0,reported,10,0,FALSE
2025,AL,Alabama,01125,Tuscaloosa County,227036,CO,8-hour,ppm,co_8hr_ppm,,no_data,9,,
2025,AL,Alabama,01125,Tuscaloosa County,227036,Lead,3-month,ug/m3,lead_3mo_ug_m3,,no_data,0.15,,
2025,AL,Alabama,01125,Tuscaloosa County,227036,NO2,1-hour,ppb,no2_1hr_ppb,,no_data,100,,
2025,AL,Alabama,01125,Tuscaloosa County,227036,NO2,annual mean,ppb,no2_annual_mean_ppb,,no_data,53,,
2025,AL,Alabama,01125,Tuscaloosa County,227036,Ozone,8-hour,ppb,ozone_8hr_ppb,61,reported,70,0.8714285714285714,FALSE
2025,AL,Alabama,01125,Tuscaloosa County,227036,PM10,24-hour,ug/m3,pm10_24hr_ug_m3,,no_data,150,,
2025,AL,Alabama,01125,Tuscaloosa County,227036,PM2.5,24-hour,ug/m3,pm25_24hr_ug_m3,16.1,reported,35,0.46,FALSE
2025,AL,Alabama,01125,Tuscaloosa County,227036,PM2.5,weighted annual mean,ug/m3,pm25_annual_mean_ug_m3,7.1,reported,9,0.7888888888888889,FALSE
2025,AL,Alabama,01125,Tuscaloosa County,227036,SO2,1-hour,ppb,so2_1hr_ppb,,no_data,75,,
2025,AL,Alabama,01125,Tuscaloosa County,227036,SO2,weighted annual mean,ppb,so2_annual_mean_ppb,,no_data,10,,
2025,AR,Arkansas,05001,Arkansas County,17149,CO,8-hour,ppm,co_8hr_ppm,,no_data,9,,
2025,AR,Arkansas,05001,Arkansas County,17149,Lead,3-month,ug/m3,lead_3mo_ug_m3,,no_data,0.15,,
2025,AR,Arkansas,05001,Arkansas County,17149,NO2,1-hour,ppb,no2_1hr_ppb,,no_data,100,,
2025,AR,Arkansas,05001,Arkansas County,17149,NO2,annual mean,ppb,no2_annual_mean_ppb,,no_data,53,,
2025,AR,Arkansas,05001,Arkansas County,17149,Ozone,8-hour,ppb,ozone_8hr_ppb,,no_data,70,,
2025,AR,Arkansas,05001,Arkansas County,17149,PM10,24-hour,ug/m3,pm10_24hr_ug_m3,,no_data,150,,
2025,AR,Arkansas,05001,Arkansas County,17149,PM2.5,24-hour,ug/m3,pm25_24hr_ug_m3,,insufficient_data,35,,
2025,AR,Arkansas,05001,Arkansas County,17149,PM2.5,weighted annual mean,ug/m3,pm25_annual_mean_ug_m3,9.5,reported,9,1.0555555555555556,TRUE
2025,AR,Arkansas,05001,Arkansas County,17149,SO2,1-hour,ppb,so2_1hr_ppb,,no_data,75,,
2025,AR,Arkansas,05001,Arkansas County,17149,SO2,weighted annual mean,ppb,so2_annual_mean_ppb,,no_data,10,,
2025,AR,Arkansas,05003,Ashley County,19062,CO,8-hour,ppm,co_8hr_ppm,,no_data,9,,
2025,AR,Arkansas,05003,Ashley County,19062,Lead,3-month,ug/m3,lead_3mo_ug_m3,,no_data,0.15,,
