season,season_start_year,month,geography_type,geography,fips,age_group,estimate,ci_lower,ci_upper,sample_size
2009-10,2009,2,HHS Regions/National,Region 4,104,>=65 Years,67.6,66.6,68.6,24341
2009-10,2009,2,HHS Regions/National,Region 5,105,50-64 Years,43.6,42.2,45,12678
2009-10,2009,2,HHS Regions/National,Region 5,105,>=65 Years,68.1,66.7,69.5,11398
2009-10,2009,2,HHS Regions/National,Region 6,106,50-64 Years,44.9,42.9,46.9,11737
2009-10,2009,2,HHS Regions/National,Region 6,106,>=65 Years,69.7,67.9,71.5,11762
2009-10,2009,2,HHS Regions/National,Region 7,107,50-64 Years,47.1,45.1,49.1,10567
2009-10,2009,2,HHS Regions/National,Region 7,107,>=65 Years,70.2,68.4,72,11224
2009-10,2009,2,HHS Regions/National,Region 8,108,50-64 Years,47.6,46.2,49,12852
2009-10,2009,2,HHS Regions/National,Region 8,108,>=65 Years,71.2,69.8,72.6,11243
2009-10,2009,2,HHS Regions/National,Region 9,109,50-64 Years,41.8,39.8,43.8,9184
2009-10,2009,2,HHS Regions/National,Region 9,109,>=65 Years,66.6,64.7,68.5,8946
2009-10,2009,2,HHS Regions/National,United States,100,50-64 Years,44.2,43.6,44.8,119754
2009-10,2009,2,HHS Regions/National,United States,100,>=65 Years,68.5,67.9,69.1,115018
2009-10,2009,3,HHS Regions/National,Region 1,101,50-64 Years,50.5,48.9,52.1,13904
2009-10,2009,3,HHS Regions/National,Region 1,101,>=65 Years,73.5,72,75,12164
2009-10,2009,3,HHS Regions/National,Region 10,110,50-64 Years,43.5,42,45,10112
2009-10,2009,3,HHS Regions/National,Region 10,110,>=65 Years,68.3,66.9,69.7,9455
2009-10,2009,3,HHS Regions/National,Region 2,102,50-64 Years,43.8,41.5,46.1,5152
2009-10,2009,3,HHS Regions/National,Region 2,102,>=65 Years,68.2,66.1,70.3,4550
2009-10,2009,3,HHS Regions/National,Region 3,103,50-64 Years,49.2,47.6,50.8,11028
2009-10,2009,3,HHS Regions/National,Region 3,103,>=65 Years,70.2,68.6,71.8,9935
2009-10,2009,3,HHS Regions/National,Region 4,104,50-64 Years,42.4,41.2,43.6,22540
2009-10,2009,3,HHS Regions/National,Region 4,104,>=65 Years,68.2,67.2,69.2,24341
2009-10,2009,3,HHS Regions/National,Region 5,105,50-64 Years,43.9,42.5,45.3,12678
2009-10,2009,3,HHS Regions/National,Region 5,105,>=65 Years,68.5,67.1,69.9,11398
2009-10,2009,3,HHS Regions/National,Region 6,106,50-64 Years,45.4,43.4,47.4,11737
2009-10,2009,3,HHS Regions/National,Region 6,106,>=65 Years,70.8,69,72.6,11762
2009-10,2009,3,HHS Regions/National,Region 7,107,50-64 Years,47.4,45.4,49.4,10567
2009-10,2009,3,HHS Regions/National,Region 7,107,>=65 Years,70.4,68.6,72.2,11224
2009-10,2009,3,HHS Regions/National,Region 8,108,50-64 Years,48.1,46.6,49.6,12852
2009-10,2009,3,HHS Regions/National,Region 8,108,>=65 Years,71.7,70.3,73.1,11243
2009-10,2009,3,HHS Regions/National,Region 9,109,50-64 Years,42.5,40.5,44.5,9184
2009-10,2009,3,HHS Regions/National,Region 9,109,>=65 Years,67.3,65.4,69.2,8946
2009-10,2009,3,HHS Regions/National,United States,100,50-64 Years,44.7,44.1,45.3,119754
2009-10,2009,3,HHS Regions/National,United States,100,>=65 Years,69.1,68.5,69.7,115018
2009-10,2009,4,HHS Regions/National,Region 1,101,50-64 Years,50.7,49.1,52.3,13904
2009-10,2009,4,HHS Regions/National,Region 1,101,>=65 Years,73.9,72.4,75.4,12164
2009-10,2009,4,HHS Regions/National,Region 10,110,50-64 Years,43.8,42.2,45.4,10112
2009-10,2009,4,HHS Regions/National,Region 10,110,>=65 Years,68.5,67.1,69.9,9455
2009-10,2009,4,HHS Regions/National,Region 2,102,50-64 Years,43.9,41.6,46.2,5152
2009-10,2009,4,HHS Regions/National,Region 2,102,>=65 Years,69.8,67.5,72.1,4550
2009-10,2009,4,HHS Regions/National,Region 3,103,50-64 Years,49.4,47.7,51.1,11028
2009-10,2009,4,HHS Regions/National,Region 3,103,>=65 Years,70.5,68.9,72.1,9935
2009-10,2009,4,HHS Regions/National,Region 4,104,50-64 Years,42.6,41.4,43.8,22540
2009-10,2009,4,HHS Regions/National,Region 4,104,>=65 Years,68.4,67.3,69.5,24341
2009-10,2009,4,HHS Regions/National,Region 5,105,50-64 Years,44.1,42.7,45.5,12678
2009-10,2009,4,HHS Regions/National,Region 5,105,>=65 Years,68.8,67.4,70.2,11398
2009-10,2009,4,HHS Regions/National,Region 6,106,50-64 Years,45.7,43.7,47.7,11737
2009-10,2009,4,HHS Regions/National,Region 6,106,>=65 Years,70.9,69.1,72.7,11762
2009-10,2009,4,HHS Regions/National,Region 7,107,50-64 Years,47.7,45.7,49.7,10567
2009-10,2009,4,HHS Regions/National,Region 7,107,>=65 Years,70.8,69,72.6,11224
2009-10,2009,4,HHS Regions/National,Region 8,108,50-64 Years,48.4,46.9,49.9,12852
2009-10,2009,4,HHS Regions/National,Region 8,108,>=65 Years,71.8,70.4,73.2,11243
2009-10,2009,4,HHS Regions/National,Region 9,109,50-64 Years,42.7,40.7,44.7,9184
2009-10,2009,4,HHS Regions/National,Region 9,109,>=65 Years,67.6,65.7,69.5,8946
2009-10,2009,4,HHS Regions/National,United States,100,50-64 Years,44.9,44.3,45.5,119754
2009-10,2009,4,HHS Regions/National,United States,100,>=65 Years,69.5,68.9,70.1,115018
2009-10,2009,5,HHS Regions/National,Region 1,101,50-64 Years,50.7,49.1,52.3,13904
2009-10,2009,5,HHS Regions/National,Region 1,101,>=65 Years,73.9,72.4,75.4,12164
2009-10,2009,5,HHS Regions/National,Region 10,110,50-64 Years,43.8,42.2,45.4,10112
2009-10,2009,5,HHS Regions/National,Region 10,110,>=65 Years,68.7,67.3,70.1,9455
2009-10,2009,5,HHS Regions/National,Region 2,102,50-64 Years,43.9,41.6,46.2,5152
2009-10,2009,5,HHS Regions/National,Region 2,102,>=65 Years,69.8,67.5,72.1,4550
2009-10,2009,5,HHS Regions/National,Region 3,103,50-64 Years,49.4,47.7,51.1,11028
2009-10,2009,5,HHS Regions/National,Region 3,103,>=65 Years,70.5,68.9,72.1,9935
2009-10,2009,5,HHS Regions/National,Region 4,104,50-64 Years,42.6,41.4,43.8,22540
2009-10,2009,5,HHS Regions/National,Region 4,104,>=65 Years,68.4,67.3,69.5,24341
2009-10,2009,5,HHS Regions/National,Region 5,105,50-64 Years,44.1,42.7,45.5,12678
2009-10,2009,5,HHS Regions/National,Region 5,105,>=65 Years,68.9,67.5,70.3,11398
2009-10,2009,5,HHS Regions/National,Region 6,106,50-64 Years,45.8,43.8,47.8,11737
2009-10,2009,5,HHS Regions/National,Region 6,106,>=65 Years,71,69.2,72.8,11762
2009-10,2009,5,HHS Regions/National,Region 7,107,50-64 Years,47.7,45.7,49.7,10567
2009-10,2009,5,HHS Regions/National,Region 7,107,>=65 Years,70.8,69,72.6,11224
2009-10,2009,5,HHS Regions/National,Region 8,108,50-64 Years,48.7,47.2,50.2,12852
2009-10,2009,5,HHS Regions/National,Region 8,108,>=65 Years,72.1,70.6,73.6,11243
2009-10,2009,5,HHS Regions/National,Region 9,109,50-64 Years,43.2,41,45.4,9184
2009-10,2009,5,HHS Regions/National,Region 9,109,>=65 Years,67.6,65.7,69.5,8946
2009-10,2009,5,HHS Regions/National,United States,100,50-64 Years,45,44.4,45.6,119754
2009-10,2009,5,HHS Regions/National,United States,100,>=65 Years,69.6,69,70.2,115018
2009-10,2009,8,HHS Regions/National,Region 1,101,50-64 Years,0.5,0.3,0.7,13904
2009-10,2009,8,HHS Regions/National,Region 1,101,>=65 Years,1,0.7,1.3,12164
2009-10,2009,8,HHS Regions/National,Region 10,110,50-64 Years,0.5,0.3,0.7,10112
2009-10,2009,8,HHS Regions/National,Region 10,110,>=65 Years,0.6,0.4,0.8,9455
2009-10,2009,8,HHS Regions/National,Region 2,102,>=65 Years,0.6,0.3,0.9,4550
2009-10,2009,8,HHS Regions/National,Region 3,103,>=65 Years,0.7,0.5,0.9,9935
2009-10,2009,8,HHS Regions/National,Region 4,104,50-64 Years,0.6,0.4,0.8,22540
2009-10,2009,8,HHS Regions/National,Region 4,104,>=65 Years,0.9,0.7,1.1,24341
2009-10,2009,8,HHS Regions/National,Region 5,105,50-64 Years,0.7,0.5,0.9,12678
2009-10,2009,8,HHS Regions/National,Region 5,105,>=65 Years,1,0.7,1.3,11398
2009-10,2009,8,HHS Regions/National,Region 6,106,50-64 Years,1.1,0.7,1.5,11737
2009-10,2009,8,HHS Regions/National,Region 6,106,>=65 Years,1,0.6,1.4,11762
2009-10,2009,8,HHS Regions/National,Region 7,107,50-64 Years,0.5,0.3,0.7,10567
2009-10,2009,8,HHS Regions/National,Region 7,107,>=65 Years,0.6,0.4,0.8,11224
2009-10,2009,8,HHS Regions/National,Region 8,108,50-64 Years,0.7,0.4,1,12852
2009-10,2009,8,HHS Regions/National,Region 8,108,>=65 Years,1,0.8,1.2,11243
2009-10,2009,8,HHS Regions/National,Region 9,109,50-64 Years,0.8,0.5,1.1,9184
2009-10,2009,8,HHS Regions/National,Region 9,109,>=65 Years,1.3,0.9,1.7,8946
2009-10,2009,8,HHS Regions/National,United States,100,50-64 Years,0.7,0.6,0.8,119754
2009-10,2009,8,HHS Regions/National,United States,100,>=65 Years,0.9,0.8,1,115018
2009-10,2009,9,HHS Regions/National,Region 1,101,50-64 Years,8.1,7.4,8.8,13904
2009-10,2009,9,HHS Regions/National,Region 1,101,>=65 Years,13,12.1,13.9,12164
2009-10,2009,9,HHS Regions/National,Region 10,110,50-64 Years,8.9,8.2,9.6,10112
2009-10,2009,9,HHS Regions/National,Region 10,110,>=65 Years,12.5,11.7,13.3,9455
2009-10,2009,9,HHS Regions/National,Region 2,102,50-64 Years,7.4,6.4,8.4,5152
2009-10,2009,9,HHS Regions/National,Region 2,102,>=65 Years,11.1,9.9,12.3,4550
2009-10,2009,9,HHS Regions/National,Region 3,103,50-64 Years,8.7,7.8,9.6,11028
2009-10,2009,9,HHS Regions/National,Region 3,103,>=65 Years,13,11.8,14.2,9935
2009-10,2009,9,HHS Regions/National,Region 4,104,50-64 Years,8.1,7.5,8.7,22540
2009-10,2009,9,HHS Regions/National,Region 4,104,>=65 Years,12.9,12.2,13.6,24341
2009-10,2009,9,HHS Regions/National,Region 5,105,50-64 Years,8.3,7.7,8.9,12678
2009-10,2009,9,HHS Regions/National,Region 5,105,>=65 Years,13.9,13,14.8,11398
2009-10,2009,9,HHS Regions/National,Region 6,106,50-64 Years,8.7,7.7,9.7,11737
2009-10,2009,9,HHS Regions/National,Region 6,106,>=65 Years,14.3,13.1,15.5,11762
2009-10,2009,9,HHS Regions/National,Region 7,107,50-64 Years,7.6,6.8,8.4,10567
2009-10,2009,9,HHS Regions/National,Region 7,107,>=65 Years,15.2,13.8,16.6,11224
2009-10,2009,9,HHS Regions/National,Region 8,108,50-64 Years,9,8.3,9.7,12852
2009-10,2009,9,HHS Regions/National,Region 8,108,>=65 Years,12.9,11.9,13.9,11243
2009-10,2009,9,HHS Regions/National,Region 9,109,50-64 Years,7.9,7,8.8,9184
2009-10,2009,9,HHS Regions/National,Region 9,109,>=65 Years,13.4,12.3,14.5,8946
2009-10,2009,9,HHS Regions/National,United States,100,50-64 Years,8.2,7.9,8.5,119754
2009-10,2009,9,HHS Regions/National,United States,100,>=65 Years,13.2,12.8,13.6,115018
2009-10,2009,10,HHS Regions/National,Region 1,101,50-64 Years,27.3,26.1,28.5,13904
2009-10,2009,10,HHS Regions/National,Region 1,101,>=65 Years,44.2,42.7,45.7,12164
2009-10,2009,10,HHS Regions/National,Region 10,110,50-64 Years,27.7,26.5,28.9,10112
2009-10,2009,10,HHS Regions/National,Region 10,110,>=65 Years,44.3,43,45.6,9455
2009-10,2009,10,HHS Regions/National,Region 2,102,50-64 Years,24.4,22.7,26.1,5152
2009-10,2009,10,HHS Regions/National,Region 2,102,>=65 Years,42.9,40.8,45,4550
2009-10,2009,10,HHS Regions/National,Region 3,103,50-64 Years,31.2,29.8,32.6,11028
2009-10,2009,10,HHS Regions/National,Region 3,103,>=65 Years,44.6,43,46.2,9935
2009-10,2009,10,HHS Regions/National,Region 4,104,50-64 Years,27.1,26.1,28.1,22540
2009-10,2009,10,HHS Regions/National,Region 4,104,>=65 Years,45.3,44.3,46.3,24341
2009-10,2009,10,HHS Regions/National,Region 5,105,50-64 Years,27.6,26.5,28.7,12678
2009-10,2009,10,HHS Regions/National,Region 5,105,>=65 Years,46.2,44.9,47.5,11398
2009-10,2009,10,HHS Regions/National,Region 6,106,50-64 Years,29.3,27.7,30.9,11737
2009-10,2009,10,HHS Regions/National,Region 6,106,>=65 Years,47.5,45.7,49.3,11762
2009-10,2009,10,HHS Regions/National,Region 7,107,50-64 Years,29.9,28.3,31.5,10567
2009-10,2009,10,HHS Regions/National,Region 7,107,>=65 Years,47.4,45.6,49.2,11224
2009-10,2009,10,HHS Regions/National,Region 8,108,50-64 Years,31.2,30,32.4,12852
2009-10,2009,10,HHS Regions/National,Region 8,108,>=65 Years,47.9,46.4,49.4,11243
2009-10,2009,10,HHS Regions/National,Region 9,109,50-64 Years,24.6,23.2,26,9184
2009-10,2009,10,HHS Regions/National,Region 9,109,>=65 Years,41.4,39.7,43.1,8946
2009-10,2009,10,HHS Regions/National,United States,100,50-64 Years,27.5,27,28,119754
2009-10,2009,10,HHS Regions/National,United States,100,>=65 Years,44.9,44.4,45.4,115018
2009-10,2009,11,HHS Regions/National,Region 1,101,50-64 Years,40.3,38.9,41.7,13904
2009-10,2009,11,HHS Regions/National,Region 1,101,>=65 Years,61.8,60.3,63.3,12164
2009-10,2009,11,HHS Regions/National,Region 10,110,50-64 Years,38,36.6,39.4,10112
2009-10,2009,11,HHS Regions/National,Region 10,110,>=65 Years,58.7,57.3,60.1,9455
2009-10,2009,11,HHS Regions/National,Region 2,102,50-64 Years,35.2,33.2,37.2,5152
2009-10,2009,11,HHS Regions/National,Region 2,102,>=65 Years,58.3,56.2,60.4,4550
2009-10,2009,11,HHS Regions/National,Region 3,103,50-64 Years,42.9,41.3,44.5,11028
2009-10,2009,11,HHS Regions/National,Region 3,103,>=65 Years,60.9,59.3,62.5,9935
2009-10,2009,11,HHS Regions/National,Region 4,104,50-64 Years,36.5,35.4,37.6,22540
2009-10,2009,11,HHS Regions/National,Region 4,104,>=65 Years,59.6,58.6,60.6,24341
2009-10,2009,11,HHS Regions/National,Region 5,105,50-64 Years,38.5,37.2,39.8,12678
2009-10,2009,11,HHS Regions/National,Region 5,105,>=65 Years,60.6,59.2,62,11398
2009-10,2009,11,HHS Regions/National,Region 6,106,50-64 Years,38.6,36.7,40.5,11737
2009-10,2009,11,HHS Regions/National,Region 6,106,>=65 Years,61.5,59.7,63.3,11762
2009-10,2009,11,HHS Regions/National,Region 7,107,50-64 Years,41.7,39.9,43.5,10567
2009-10,2009,11,HHS Regions/National,Region 7,107,>=65 Years,62.1,60.3,63.9,11224
2009-10,2009,11,HHS Regions/National,Region 8,108,50-64 Years,42.2,40.9,43.5,12852
2009-10,2009,11,HHS Regions/National,Region 8,108,>=65 Years,64,62.5,65.5,11243
2009-10,2009,11,HHS Regions/National,Region 9,109,50-64 Years,33.6,31.9,35.3,9184
2009-10,2009,11,HHS Regions/National,Region 9,109,>=65 Years,55.1,53.3,56.9,8946
2009-10,2009,11,HHS Regions/National,United States,100,50-64 Years,37.8,37.3,38.3,119754
2009-10,2009,11,HHS Regions/National,United States,100,>=65 Years,59.7,59.2,60.2,115018
2009-10,2009,12,HHS Regions/National,Region 1,101,50-64 Years,45.6,44.1,47.1,13904
2009-10,2009,12,HHS Regions/National,Region 1,101,>=65 Years,67.4,65.9,68.9,12164
2009-10,2009,12,HHS Regions/National,Region 10,110,50-64 Years,40.7,39.3,42.1,10112
2009-10,2009,12,HHS Regions/National,Region 10,110,>=65 Years,63.3,61.9,64.7,9455
2009-10,2009,12,HHS Regions/National,Region 2,102,50-64 Years,40,37.9,42.1,5152
2009-10,2009,12,HHS Regions/National,Region 2,102,>=65 Years,63.1,61,65.2,4550
2009-10,2009,12,HHS Regions/National,Region 3,103,50-64 Years,46.3,44.7,47.9,11028
2009-10,2009,12,HHS Regions/National,Region 3,103,>=65 Years,65.2,63.6,66.8,9935
2009-10,2009,12,HHS Regions/National,Region 4,104,50-64 Years,39,37.9,40.1,22540
2009-10,2009,12,HHS Regions/National,Region 4,104,>=65 Years,63.3,62.3,64.3,24341
2009-10,2009,12,HHS Regions/National,Region 5,105,50-64 Years,41.4,40.1,42.7,12678
2009-10,2009,12,HHS Regions/National,Region 5,105,>=65 Years,65.1,63.7,66.5,11398
2009-10,2009,12,HHS Regions/National,Region 6,106,50-64 Years,41.6,39.7,43.5,11737
2009-10,2009,12,HHS Regions/National,Region 6,106,>=65 Years,65.4,63.6,67.2,11762
2009-10,2009,12,HHS Regions/National,Region 7,107,50-64 Years,44.5,42.6,46.4,10567
2009-10,2009,12,HHS Regions/National,Region 7,107,>=65 Years,67,65.2,68.8,11224
2009-10,2009,12,HHS Regions/National,Region 8,108,50-64 Years,44.9,43.5,46.3,12852
2009-10,2009,12,HHS Regions/National,Region 8,108,>=65 Years,67.7,66.3,69.1,11243
2009-10,2009,12,HHS Regions/National,Region 9,109,50-64 Years,37,35.2,38.8,9184
2009-10,2009,12,HHS Regions/National,Region 9,109,>=65 Years,59.5,57.7,61.3,8946
2009-10,2009,12,HHS Regions/National,United States,100,50-64 Years,41.1,40.5,41.7,119754
2009-10,2009,12,HHS Regions/National,United States,100,>=65 Years,64,63.5,64.5,115018
2010-11,2010,1,HHS Regions/National,Region 1,101,6 Months - 4 Years,79,75.1,82.9,3225
2010-11,2010,1,HHS Regions/National,Region 1,101,5-12 Years,61.4,57.3,65.5,4701
2010-11,2010,1,HHS Regions/National,Region 1,101,13-17 Years,45.5,41.3,49.7,2937
2010-11,2010,1,HHS Regions/National,Region 1,101,18-49 Years,33.4,31.8,35,15418
2010-11,2010,1,HHS Regions/National,Region 1,101,50-64 Years,47.8,46.4,49.2,16958
2010-11,2010,1,HHS Regions/National,Region 1,101,>=65 Years,67,65.6,68.4,15823
2010-11,2010,1,HHS Regions/National,Region 10,110,6 Months - 4 Years,56.4,50,62.8,2463
2010-11,2010,1,HHS Regions/National,Region 10,110,5-12 Years,46.1,40.9,51.3,3060
2010-11,2010,1,HHS Regions/National,Region 10,110,13-17 Years,30.6,22.6,38.6,2033
2010-11,2010,1,HHS Regions/National,Region 10,110,18-49 Years,27.8,26,29.6,8262
2010-11,2010,1,HHS Regions/National,Region 10,110,50-64 Years,40.1,38.5,41.7,9852
2010-11,2010,1,HHS Regions/National,Region 10,110,>=65 Years,60.1,58.5,61.7,9332
2010-11,2010,1,HHS Regions/National,Region 2,102,6 Months - 4 Years,63.3,58.3,68.3,2027
2010-11,2010,1,HHS Regions/National,Region 2,102,5-12 Years,56.2,52.4,60,2164
2010-11,2010,1,HHS Regions/National,Region 2,102,13-17 Years,35.8,31.8,39.8,2038
2010-11,2010,1,HHS Regions/National,Region 2,102,18-49 Years,27.4,25,29.8,6683
2010-11,2010,1,HHS Regions/National,Region 2,102,50-64 Years,42.4,40.2,44.6,6457
2010-11,2010,1,HHS Regions/National,Region 2,102,>=65 Years,63.3,61.1,65.5,6043
2010-11,2010,1,HHS Regions/National,Region 3,103,6 Months - 4 Years,69.5,65.9,73.1,4920
2010-11,2010,1,HHS Regions/National,Region 3,103,5-12 Years,57.5,53.9,61.1,5443
2010-11,2010,1,HHS Regions/National,Region 3,103,13-17 Years,36.9,33.3,40.5,3869
2010-11,2010,1,HHS Regions/National,Region 3,103,18-49 Years,31.3,29.5,33.1,10468
2010-11,2010,1,HHS Regions/National,Region 3,103,50-64 Years,44.5,42.7,46.3,11192
2010-11,2010,1,HHS Regions/National,Region 3,103,>=65 Years,66.2,64.6,67.8,10955
2010-11,2010,1,HHS Regions/National,Region 4,104,6 Months - 4 Years,53.3,49.5,57.1,5470
2010-11,2010,1,HHS Regions/National,Region 4,104,5-12 Years,47.6,44.8,50.4,6616
2010-11,2010,1,HHS Regions/National,Region 4,104,13-17 Years,28.1,25.6,30.6,4875
2010-11,2010,1,HHS Regions/National,Region 4,104,18-49 Years,27.5,26.1,28.9,18831
2010-11,2010,1,HHS Regions/National,Region 4,104,50-64 Years,41.3,39.9,42.7,22413
2010-11,2010,1,HHS Regions/National,Region 4,104,>=65 Years,64.9,63.7,66.1,25925
2010-11,2010,1,HHS Regions/National,Region 5,105,6 Months - 4 Years,59.4,55.6,63.2,4754
2010-11,2010,1,HHS Regions/National,Region 5,105,5-12 Years,50.6,47.5,53.7,5583
2010-11,2010,1,HHS Regions/National,Region 5,105,13-17 Years,33.1,30,36.2,3993
2010-11,2010,1,HHS Regions/National,Region 5,105,18-49 Years,27.3,25.7,28.9,13283
2010-11,2010,1,HHS Regions/National,Region 5,105,50-64 Years,41,39.4,42.6,14848
2010-11,2010,1,HHS Regions/National,Region 5,105,>=65 Years,61.8,60.2,63.4,14157
2010-11,2010,1,HHS Regions/National,Region 6,106,6 Months - 4 Years,59,54.4,63.6,5335
2010-11,2010,1,HHS Regions/National,Region 6,106,5-12 Years,50.5,46.2,54.8,5854
2010-11,2010,1,HHS Regions/National,Region 6,106,13-17 Years,29.7,26.2,33.2,5376
2010-11,2010,1,HHS Regions/National,Region 6,106,18-49 Years,28.9,26.7,31.1,11554
2010-11,2010,1,HHS Regions/National,Region 6,106,50-64 Years,44.7,42.3,47.1,12898
2010-11,2010,1,HHS Regions/National,Region 6,106,>=65 Years,64.1,62.3,65.9,14037
2010-11,2010,1,HHS Regions/National,Region 7,107,6 Months - 4 Years,58.9,53,64.8,2535
2010-11,2010,1,HHS Regions/National,Region 7,107,5-12 Years,49.4,44.7,54.1,3477
2010-11,2010,1,HHS Regions/National,Region 7,107,13-17 Years,32.9,28.9,36.9,1996
2010-11,2010,1,HHS Regions/National,Region 7,107,18-49 Years,34.2,32,36.4,10399
2010-11,2010,1,HHS Regions/National,Region 7,107,50-64 Years,45.1,43.1,47.1,12139
2010-11,2010,1,HHS Regions/National,Region 7,107,>=65 Years,67.3,65.5,69.1,14122
2010-11,2010,1,HHS Regions/National,Region 8,108,6 Months - 4 Years,61.3,56.2,66.4,3938
2010-11,2010,1,HHS Regions/National,Region 8,108,5-12 Years,51.5,46.5,56.5,5186
2010-11,2010,1,HHS Regions/National,Region 8,108,13-17 Years,36,31.7,40.3,2894
2010-11,2010,1,HHS Regions/National,Region 8,108,18-49 Years,32.5,30.9,34.1,12394
2010-11,2010,1,HHS Regions/National,Region 8,108,50-64 Years,43.4,41.8,45,13257
2010-11,2010,1,HHS Regions/National,Region 8,108,>=65 Years,62.8,61.4,64.2,12603
2010-11,2010,1,HHS Regions/National,Region 9,109,6 Months - 4 Years,60,55,65,3228
2010-11,2010,1,HHS Regions/National,Region 9,109,5-12 Years,48.9,44.7,53.1,3974
2010-11,2010,1,HHS Regions/National,Region 9,109,13-17 Years,31.7,27.2,36.2,2835
2010-11,2010,1,HHS Regions/National,Region 9,109,18-49 Years,24,22.4,25.6,8821
2010-11,2010,1,HHS Regions/National,Region 9,109,50-64 Years,38.2,36.4,40,8806
2010-11,2010,1,HHS Regions/National,Region 9,109,>=65 Years,58.3,56.5,60.1,9639
2010-11,2010,1,HHS Regions/National,United States,100,6 Months - 4 Years,60.2,58.6,61.8,37895
2010-11,2010,1,HHS Regions/National,United States,100,5-12 Years,51.2,49.9,52.5,46058
2010-11,2010,1,HHS Regions/National,United States,100,13-17 Years,32.6,31.3,33.9,32846
2010-11,2010,1,HHS Regions/National,United States,100,18-49 Years,28.2,27.6,28.8,116113
2010-11,2010,1,HHS Regions/National,United States,100,50-64 Years,42.1,41.5,42.7,128820
2010-11,2010,1,HHS Regions/National,United States,100,>=65 Years,63.3,62.7,63.9,132636
2010-11,2010,2,HHS Regions/National,Region 1,101,6 Months - 4 Years,79.3,75.4,83.2,3225
2010-11,2010,2,HHS Regions/National,Region 1,101,5-12 Years,62.8,58.7,66.9,4701
2010-11,2010,2,HHS Regions/National,Region 1,101,13-17 Years,46.3,42.1,50.5,2937
2010-11,2010,2,HHS Regions/National,Region 1,101,18-49 Years,34.2,32.6,35.8,15418
2010-11,2010,2,HHS Regions/National,Region 1,101,50-64 Years,48.6,47.2,50,16958
2010-11,2010,2,HHS Regions/National,Region 1,101,>=65 Years,68,66.6,69.4,15823
2010-11,2010,2,HHS Regions/National,Region 10,110,6 Months - 4 Years,57.8,51.2,64.4,2463
2010-11,2010,2,HHS Regions/National,Region 10,110,5-12 Years,47,41.8,52.2,3060
