year,state,state_name,county_fips,county_name,tract_count,total_population,total_adult_population,current_smoking,diabetes,frequent_mental_distress,high_blood_pressure,lack_health_insurance,obesity,physical_inactivity
2023,AL,Alabama,01039,Covington,14,37570,29387,18.082298295164527,16.70690101065097,18.10661857283833,46.76209208153266,10.309517813999387,38.16645115186987,32.13294654098751
2023,AL,Alabama,01041,Crenshaw,6,13194,10360,18.106457528957527,16.799700772200772,17.95150579150579,47.22419884169884,10.806216216216216,40.41000965250965,32.5963223938224
2023,AL,Alabama,01043,Cullman,22,87866,68240,16.882601113716294,13.543096424384526,17.85009525205158,42.42806711606096,10.061811254396249,36.53250732708089,27.444043083235638
2023,AL,Alabama,01045,Dale,14,49326,38048,17.97525231286796,15.851206370899918,18.833720563498737,44.02441126997477,11.263188603868796,41.37133095037847,31.759235702270814
2023,AL,Alabama,01047,Dallas,17,38462,29613,20.279758889676835,22.319518454732723,18.79646776753453,54.8978624252862,12.143636240840173,46.663536284739806,37.99125721811367
2023,AL,Alabama,01049,DeKalb,21,71608,53920,19.912323813056375,15.66091802670623,19.166457715133532,44.54614799703264,14.352770771513354,38.69315652818992,33.723039688427306
2023,AL,Alabama,01051,Elmore,20,87977,69005,15.629555829287733,13.349539888413885,17.504257662488225,42.16613723643215,9.295293094703283,39.07735091660025,26.39485254691689
2023,AL,Alabama,01053,Escambia,10,36757,28575,21.683034120734906,18.87375678040245,19.550400699912508,49.08497987751531,12.889021872265966,43.897410323709536,35.759587051618546
2023,AL,Alabama,01055,Etowah,33,103436,81121,18.14407736591018,16.532573562949175,18.269190468559305,46.312662565796764,10.854468016913007,43.60284636530614,33.40479284032495
2023,AL,Alabama,01057,Fayette,5,16321,12791,18.909483230396372,16.783042764443753,18.213353138925807,47.99837385661793,10.778367602220312,40.59002423579079,32.71620670784145
2023,AL,Alabama,01059,Franklin,11,32113,23931,19.565559316367892,16.060323429860848,19.004145250929753,43.92047971250679,15.820580000835736,42.23306589778948,33.80295850570389
2023,AL,Alabama,01061,Geneva,6,26659,20820,19.592267050912586,16.525773294908742,18.343434197886644,45.70439000960615,11.56792507204611,42.3009125840538,31.9192939481268
2023,AL,Alabama,01063,Greene,4,7730,6070,23.278303130148267,26.73998352553542,19.41673805601318,59.0752388797364,14.368863261943988,53.359670510708405,44.17263591433279
2023,AL,Alabama,01065,Hale,7,14785,11483,19.678428981973347,20.112792824174864,18.600505094487502,51.44859357310807,12.238953235217277,47.89834538012714,36.310955325263436
2023,AL,Alabama,01067,Henry,6,17146,13641,16.782332673557658,17.377252400850377,16.91099626127117,48.6268528700242,10.167612345135987,41.47940766805952,31.57988417271461
2023,AL,Alabama,01069,Houston,26,107202,82646,16.55060015003751,16.032115286886242,18.39968056530262,44.589649831812785,10.519431067444282,40.569749292161745,29.38914769014835
2023,AL,Alabama,01071,Jackson,16,52579,41768,19.273343229266423,16.24204654280789,18.690983528059757,46.14914288450488,11.128289599693547,39.364764891783175,32.632498563493584
2023,AL,Alabama,01073,Jefferson,189,674721,527087,14.187799926767317,15.40240169080246,16.975791662476976,42.33350300804231,9.44184868911583,37.348163206453606,28.428524892475043
2023,AL,Alabama,01075,Lamar,4,13972,11019,19.220346673926855,16.77215718304746,18.439377438969053,47.927325528632366,10.660903893275252,41.0928759415555,32.41657137671295
2023,AL,Alabama,01077,Lauderdale,26,93564,74908,14.944928445559887,13.34880386607572,17.63824558124633,40.299068190313456,9.1856650825012,36.17775004004912,27.34382842954024
2023,AL,Alabama,01079,Lawrence,11,33073,25878,18.682456140350876,15.575253110750445,18.32111446015921,44.64031223433032,10.3594559084937,39.69841950691707,31.052446093206584
2023,AL,Alabama,01081,Lee,48,174241,136444,13.133422503004894,11.59106373310662,18.63709653777374,36.12960115505262,9.35628902700009,38.44891603881447,25.548807569405756
2023,AL,Alabama,01083,Limestone,23,103570,79718,14.425015680272963,12.530215258787226,16.487463308161267,40.58465842093379,9.28741313128779,39.26978097794727,25.390756165483328
2023,AL,Alabama,01085,Lowndes,4,10311,8283,22.333538572980803,24.52461668477605,19.273777616805503,57.013038754074614,13.544271399251478,51.63264517686828,41.418664734999396
2023,AL,Alabama,01087,Macon,12,19532,16226,16.45146678170837,19.95451127819549,19.29743621348453,50.627437446074204,11.285239738690994,47.40064710957722,35.558868482682115
2023,AL,Alabama,01089,Madison,95,388153,304143,12.194016301542364,12.222460487336546,15.87568314904503,38.488811184212686,8.359294476611332,39.93993088777318,23.22287641010972
2023,AL,Alabama,01091,Marengo,8,19323,15053,18.362645319869795,20.586029362917692,18.013432538364448,52.39651896631901,11.415312562279945,43.77002590845678,35.27183285723776
2023,AL,Alabama,01093,Marion,11,29341,23264,19.013978679504813,15.478782668500687,18.58992004814305,45.57678817056396,11.05502922971114,42.63778799862449,32.20125945667125
2023,AL,Alabama,01095,Marshall,26,97612,73530,16.60356861145111,14.488170814633483,17.911515027879776,41.82337005303957,12.617320821433427,37.565410036719705,30.876721066231475
2023,AL,Alabama,01097,Mobile,134,414809,319427,15.812069111252336,16.305110400811458,17.4348830875286,42.7859235443466,10.198984118437075,38.82535790650132,30.772031794431896
2023,AL,Alabama,01099,Monroe,9,19772,15562,20.100559054106153,19.408019534764172,18.77074926102043,51.04593882534379,11.912903225806453,43.89842565222978,36.56851947050507
2023,AL,Alabama,01101,Montgomery,71,228954,177427,15.027527941068719,16.340804950768486,17.25874979569062,45.489611502195274,10.59816656991326,45.72600280678814,30.599258850118648
2023,AL,Alabama,01103,Morgan,31,123421,95485,16.480237733675445,14.819217678169343,17.03777033041839,44.5266115096612,11.497141959470072,38.735515525998856,30.071868879928783
2023,AL,Alabama,01105,Perry,4,8511,6740,21.86302670623145,23.8319881305638,20.03028189910979,55.65483679525223,13.579169139465876,52.378204747774475,40.973857566765574
2023,AL,Alabama,01107,Pickens,6,19123,15447,19.03960639606396,18.436511944066808,18.73382533825338,48.85189357156729,12.524095293584514,48.55715672946203,35.639586974817114
2023,AL,Alabama,01109,Pike,11,33009,26809,15.419325599612069,14.536383304114288,19.565888321086202,41.80779588944012,10.229769853407436,40.782748330784436,28.80527061807602
2023,AL,Alabama,01111,Randolph,6,21967,17264,17.2332483781279,16.104077849860985,17.817018072289155,46.023598239110285,10.151413345690454,37.98390291936978,29.932477988878592
2023,AL,Alabama,01113,Russell,18,59183,44681,18.411255343434572,17.177598979431973,19.1350372641615,46.32314182762248,11.848902217944989,42.716291040934614,33.21678118215796
2023,AL,Alabama,01117,Shelby,53,223006,170472,10.92323607395936,10.82428316673706,15.04468945046694,39.152797526866586,7.28382901590877,31.814346637570974,20.638347646534324
2023,AL,Alabama,01115,St. Clair,24,91103,70092,15.50297751526565,12.998041145922503,17.619300348113907,41.49344433030874,9.044375963020029,39.485895679963484,27.424472122353475
2023,AL,Alabama,01119,Sumter,5,12345,9914,17.273179342344157,20.785686907403672,19.267813193463788,51.75553762356264,10.886867056687512,48.557161589671175,36.13188420415574
2023,AL,Alabama,01121,Talladega,24,82149,65024,17.90366941437008,17.013610359251967,17.98741080216535,47.6185423843504,10.686555733267719,45.44773775836614,32.30707892470473
2023,AL,Alabama,01123,Tallapoosa,12,41311,33012,16.603892523930693,16.472101054162124,17.153568399369924,47.850602811098994,9.966639403853144,39.52364291772689,29.67104992124076
2023,AL,Alabama,01125,Tuscaloosa,59,227036,179024,14.413800384306011,12.038772455089818,19.036553199571006,39.022716507283945,10.068982929663063,41.66260613102155,26.900336826347306
2023,AL,Alabama,01127,Walker,20,65342,51667,18.676112412177986,15.489248456461576,18.483060754446747,44.68041109412198,10.66552344823582,35.907943174560174,32.46172798885168
2023,AL,Alabama,01129,Washington,5,15388,12081,17.443663604006293,17.017995199072928,17.875184173495573,47.458314709047265,9.516347984438374,41.08483569240957,31.740642330932864
2023,AL,Alabama,01131,Wilcox,5,10600,8260,21.779709443099275,23.533486682808718,19.272615012106534,56.413377723970946,13.880823244552058,51.44141646489105,40.35430992736078
2023,AL,Alabama,01133,Winston,8,23540,18766,20.12211446232548,16.48479697324949,18.650197165085793,46.71405733773847,11.592656932750721,39.39485772141106,34.1770062879676
2023,AR,Arkansas,05001,Arkansas,8,17149,13293,17.605754908598513,15.220100804934928,19.085097419694574,45.571872414052514,11.148363800496503,39.268705333634244,35.55706762957948
2023,AR,Arkansas,05003,Ashley,7,19062,14736,20.452673724212808,18.21735884907709,19.929058089033656,49.36697204125951,12.755347448425624,45.55753935939197,41.737567861020636
2023,AR,Arkansas,05005,Baxter,10,41627,34358,16.809549449909774,15.365277373537461,17.206292566505617,47.861033820362074,9.78069736305955,37.83654170789918,33.68664648698993
2023,AR,Arkansas,05007,Benton,57,284333,208604,11.956552127475982,10.279913616229797,16.853619297808287,32.77779189277291,11.036230848881138,35.3068800214761,25.894032233322474
2023,AR,Arkansas,05009,Boone,7,37373,29083,16.62777911494688,13.360337654299762,18.504937592407934,41.20108654540453,9.376285115015644,40.782391775263896,30.9980332152804
2023,AR,Arkansas,05011,Bradley,5,10545,7857,19.454499172712232,17.571694030800558,19.266552119129436,49.03580246913581,14.730966017563954,42.88650884561538,40.316851215476646
2023,AR,Arkansas,05013,Calhoun,2,4739,3781,16.253028299391694,14.245490610949483,18.277254694525258,44.43795292250727,9.68788680243322,39.18183020364983,33.304575509124575
2023,AR,Arkansas,05015,Carroll,8,28260,22082,17.39060320623132,14.756702291459105,17.95373154605561,45.12558192192736,13.404438003804003,37.800688343447156,36.49102436373517
2023,AR,Arkansas,05017,Chicot,4,10208,8005,20.368182386008744,20.548144909431606,19.09014366021237,52.75069331667707,13.889618988132417,47.57386633354153,42.03515302935665
2023,AR,Arkansas,05019,Clark,6,21446,17401,15.500511464858343,13.605384748002988,20.312510775242803,42.04525601976898,10.252359059824148,40.61634388828228,32.96480087351301
2023,AR,Arkansas,05021,Clay,6,14552,11384,18.367427969079408,14.273981026001405,19.30093991567112,43.63479444834856,10.840671117357696,40.06192023893183,35.87688861560085
2023,AR,Arkansas,05023,Cleburne,9,24711,20099,17.57148116821732,15.347952634459427,17.926687894920146,45.749758694462415,9.823030996566992,37.94865416189861,34.74454948007363
2023,AR,Arkansas,05025,Cleveland,2,7550,5942,18.104341972399865,14.849124873779871,18.89695388757994,46.33564456411983,9.96260518343992,42.52521036687984,34.566947155839785
2023,AR,Arkansas,05027,Columbia,7,22801,17954,16.643633730644986,14.970168207641752,19.89375069622368,43.61576250417734,10.959663584716496,38.076317255207755,34.85829341650886
2023,AR,Arkansas,05029,Conway,6,20715,15984,19.02374874874875,15.481863113113112,19.42865365365365,46.55768268268268,11.111154904904906,41.36186186186186,36.397854104104105
2023,AR,Arkansas,05031,Craighead,22,111231,83620,16.027488639081557,11.398262377421668,20.182663238459696,38.34736187514948,10.980806027266203,38.78847644104281,31.335417364266924
2023,AR,Arkansas,05033,Crawford,15,60133,45387,17.401002489699696,13.229413708771231,19.335554233591118,42.325223081499104,11.293971842157445,38.968814858880286,31.279223125564595
2023,AR,Arkansas,05035,Crittenden,20,48163,35537,19.30852913864423,17.167802571967243,20.248602864619976,47.74957649773475,12.326625770323886,46.89588035005768,38.94543433604413
2023,AR,Arkansas,05037,Cross,6,16833,12687,20.166453850398046,16.6374320170253,19.988649799006858,47.07067864743438,12.073768424371405,45.025135965949396,38.82505714510917
2023,AR,Arkansas,05039,Dallas,3,6482,5097,16.852638807141457,16.542574063174417,18.071924661565628,49.03778693349029,10.7496370413969,42.150402197371,37.28679615460075
2023,AR,Arkansas,05041,Desha,5,11395,8605,22.901592097617666,20.92405578152237,21.018163858221968,52.47221382916909,15.557443346891345,46.938419523532836,45.705717606043
2023,AR,Arkansas,05043,Drew,5,17350,13382,17.943259602451054,15.438230458825288,20.027170826483335,45.282005679270654,11.60881781497534,44.45171872664774,36.07620684501569
2023,AR,Arkansas,05045,Faulkner,28,123498,94673,14.333906182332873,11.169828779060557,19.18920600382369,36.19060133300941,9.347463373929207,40.642948887222325,27.24523570606192
2023,AR,Arkansas,05047,Franklin,5,17097,12986,19.85272601262898,14.745418142615126,20.003958108732483,44.657546588633906,11.30513630063145,39.73008624672724,35.32966271369167
2023,AR,Arkansas,05049,Fulton,4,12075,9409,20.66688277181422,17.408449356998617,19.116005951748328,49.74494632798385,10.929609947922202,39.61467743649697,37.96017642682538
2023,AR,Arkansas,05051,Garland,30,100180,79730,16.08704628119905,14.841500062711654,17.81938918851122,45.62406998620345,10.439397968142481,39.21436473096701,30.83706760316066
2023,AR,Arkansas,05053,Grant,5,17958,13816,15.872365373480026,12.105052113491604,18.111016213086277,40.4338810075275,9.022741748697163,37.12644035900406,29.669803126809498
2023,AR,Arkansas,05055,Greene,12,45736,34486,18.98554195905585,12.613985385373773,20.27367917415763,42.54978542017051,11.223740068433568,42.31832917705735,34.98397900597344
2023,AR,Arkansas,05057,Hempstead,7,20065,15024,18.002961927582536,16.297144568690094,19.19965388711395,45.66291932907348,13.791367145899896,45.57545260915868,39.293490415335455
2023,AR,Arkansas,05059,Hot Spring,9,33040,26041,18.59485810836757,14.018574555508621,18.780403978341845,43.304700280327175,10.928343765600399,36.96890288391383,33.92426558119888
2023,AR,Arkansas,05061,Howard,3,12785,9548,17.630603267700042,15.5050900712191,19.02317762882279,44.98888772517805,12.187086300795979,39.798816506074566,36.161824465856725
2023,AR,Arkansas,05063,Independence,10,37938,28767,17.526116730976465,13.393600305906073,19.504526019397225,41.30879827580214,11.762533458476724,41.769843918378704,35.48667570480064
2023,AR,Arkansas,05065,Izard,4,13577,11172,19.83613498030791,16.06441102756892,18.932375581811673,47.97095417114214,11.578759398496242,41.273603651987116,37.20604189044039
2023,AR,Arkansas,05067,Jackson,6,16755,13442,21.05387591132272,15.537858949561079,20.904106531766107,44.596057134355,12.630196399345335,43.543691414968016,39.13807469126619
2023,AR,Arkansas,05069,Jefferson,24,67260,53273,17.697024759258912,17.38427158222739,19.19801588046478,50.51314549584217,11.77365644885777,45.76358755842548,37.72188913708633
2023,AR,Arkansas,05071,Johnson,6,25749,19377,18.832125716055117,14.627403622851835,19.80618258760386,42.49898333075296,13.80315838365072,37.691283480414924,36.983635237652884
2023,AR,Arkansas,05073,Lafayette,3,6308,5078,22.382650649862153,20.330405671524222,19.965892083497437,52.23916896415912,13.449428909019302,46.54436786136274,43.09667191807799
2023,AR,Arkansas,05075,Lawrence,6,16216,12597,19.840136540446135,14.618115424307376,20.38259109311741,44.284901166944515,11.44667778042391,43.682932444232755,36.357696276891325
2023,AR,Arkansas,05077,Lee,4,8600,7029,22.900796699388245,20.178574477166027,20.19543320529236,52.24831412718736,14.916901408450705,47.32085645184237,42.766495945369186
2023,AR,Arkansas,05079,Lincoln,4,12941,10858,22.55437465463253,15.465186958924296,20.024286240559952,45.95794805673236,15.159624240191565,44.542604531221215,38.79911585927427
2023,AR,Arkansas,05081,Little River,6,12026,9354,18.193243532178744,16.18259568099209,18.62666239042121,47.158541800299346,10.491500962155229,41.52846910412658,36.70722685482147
2023,AR,Arkansas,05083,Logan,6,21131,16279,18.24021745807482,14.617169359297252,18.89581669635727,45.29036795871983,10.35893482400639,38.17422446096197,33.72814054917377
2023,AR,Arkansas,05085,Lonoke,18,74015,54933,16.39707279777183,11.522724045655618,19.13452023373928,39.316066845065805,9.64540258132634,36.22187027833908,31.335257495494513
2023,AR,Arkansas,05087,Madison,4,16521,12750,19.394909803921568,14.240062745098038,19.454854901960783,44.808392156862745,11.97956862745098,41.03473725490196,35.2582431372549
2023,AR,Arkansas,05089,Marion,5,16826,13820,18.43451519536903,16.580477568740957,17.94480463096961,46.36064399421129,10.184269175108538,38.25552821997105,34.67102749638206
2023,AR,Arkansas,05091,Miller,13,42568,32699,19.606027707269334,15.379849536683079,20.396354628581914,44.78258356524663,12.175191901893026,38.239157160769444,37.93070124468638
2023,AR,Arkansas,05093,Mississippi,14,40685,30188,19.222068371538366,15.32655691003048,20.330465747979332,46.41297535444547,12.380985822181,46.6045779780045,36.71625480323308
2023,AR,Arkansas,05095,Monroe,3,6799,5364,19.779045488441458,19.3365398956003,19.162043251304997,52.646085011185676,12.263683818046234,44.02609992542878,39.811036539895596
2023,AR,Arkansas,05097,Montgomery,3,8484,6803,18.378171394972806,16.399294428928414,18.192958988681465,48.14070263119212,10.647126267823019,41.30108775540203,36.13054534764074
2023,AR,Arkansas,05099,Nevada,3,8310,6433,20.814891963314164,18.29012902222913,19.970837867247006,50.88304057205037,12.111441007306077,44.29371988185916,40.605471786102896
2023,AR,Arkansas,05101,Newton,2,7225,5928,18.027446018893386,15.89355600539811,17.667780026990556,48.61933198380567,9.733890013495277,38.9210020242915,34.4210020242915
2023,AR,Arkansas,05103,Ouachita,8,22650,17751,18.900033800912624,18.023778942031434,19.425745028449104,49.87071714269619,11.253208269956623,43.81068108838939,38.46738211931722
2023,AR,Arkansas,05105,Perry,3,10019,7820,17.99787723785166,14.085140664961637,18.498350383631713,43.88254475703325,9.873823529411766,39.06131713554987,34.12005115089514
2023,AR,Arkansas,05107,Phillips,7,16568,12328,21.472590850097344,21.522047371836468,20.477019792342634,55.42177968851395,13.301387086307592,48.70293640493187,43.8306051265412
2023,AR,Arkansas,05109,Pike,3,10171,7897,17.631974167405346,14.527795365328606,18.68579207293909,44.66529061668988,11.332999873369635,38.25144991769026,34.38771685450172
2023,AR,Arkansas,05111,Poinsett,8,22965,17530,20.869760410724474,15.040165430690244,20.623091842555613,43.61398174557901,12.472007986309183,41.602715345122654,38.97498003422704
2023,AR,Arkansas,05113,Polk,7,19221,14907,18.9824377809083,15.764305359898035,18.85803984705172,45.33181055879788,11.518716039444556,40.21552290870061,35.80835178104247
2023,AR,Arkansas,05115,Pope,17,63381,48973,16.835239826026584,12.37306679190574,20.05990239519735,38.198288853041475,12.021818144691975,44.57772241847548,33.877111877973576
2023,AR,Arkansas,05117,Prairie,3,8282,6495,18.00863741339492,15.204464973056197,18.444603541185526,46.745250192455735,10.56743648960739,40.839307159353346,35.212748267898384
2023,AR,Arkansas,05119,Pulaski,106,399121,309577,13.951800682867265,13.070133763167163,17.74914157059471,41.881361664464734,10.839484845450398,40.41241112873373,29.36881583580175
2023,AR,Arkansas,05121,Randolph,5,18571,14127,20.03487647766688,15.064182062716782,20.394584837545125,44.18633821759751,11.632802435053442,41.592963828130536,38.24977702272245
2023,AR,Arkansas,05125,Saline,30,123416,93852,14.719107744107744,11.292064100924863,17.468101905127224,40.00519221753398,9.244430592848314,34.66748391083834,29.20801261560755
2023,AR,Arkansas,05127,Scott,3,9836,7507,18.90796589849474,14.738564006926868,19.151538564006927,44.03264952710803,12.262328493406155,37.19801518582656,36.62666844278673
2023,AR,Arkansas,05129,Searcy,3,7828,6274,21.176107746254388,17.443799808734457,19.473860376155564,49.05761874402295,11.706901498246733,39.94206248007651,38.4807618744023
2023,AR,Arkansas,05131,Sebastian,31,127799,97381,16.847672543925405,13.265193415553345,19.41299432127417,40.64075743728243,13.30514166007743,36.35145664965445,33.678020353046286
2023,AR,Arkansas,05133,Sevier,4,15839,11405,19.094984655852695,15.274861902674264,19.73837790442788,40.752731258220074,20.15202981148619,41.545041648399824,40.80803156510302
2023,AR,Arkansas,05135,Sharp,6,17271,13733,19.788261851015804,16.534420738367437,18.941862666569577,47.32670938615015,10.965178766474914,39.59924270006553,37.96589237602855
2023,AR,Arkansas,05123,St. Francis,7,23090,18406,22.94780506356623,19.789470824731062,20.01163750950777,51.51074649570793,14.401581006193632,48.80485167880039,43.05747039009018
2023,AR,Arkansas,05137,Stone,4,12359,9880,20.12817813765182,17.1123987854251,18.52318825910931,48.08769230769231,11.0040991902834,40.32813765182186,38.03405870445344
2023,AR,Arkansas,05139,Union,12,39054,30008,18.06188683017862,16.107714609437483,18.736100373233803,46.51548920287923,11.346897494001597,39.64452146094375,36.37588976272994
2023,AR,Arkansas,05141,Van Buren,6,15796,12778,19.72901862576303,16.37744560964157,18.300845202692127,48.10111128502113,11.267068398810457,39.698779151666926,37.26673970887463
2023,AR,Arkansas,05143,Washington,54,245871,187669,13.835426735369191,9.948564227442999,19.401213306406497,34.30856614571399,13.469089727125949,35.67726955437499,28.0599187931944
